M-G362 CSV Log File created by Python,Log Duration (sec): 10.000,Press CTRL-C to exit early,,,,,,,
Creation Date:,2017-02-02 16:21:01.747000,,,,,,,,,
Scaled 32-bit Data,SF_GYRO=+0.0050/2^16 dps/lsb,SF_ACCL=+0.125/2^16 mg/lsb,SF_TEMP=+0.0042725/2^16 degC/lsb,,,,,,
Sample No.,Gx[dps],Gy[dps],Gz[dps],Ax[mG],Ay[mG],Az[mG],Ts[deg.C],Counter[dec],Error
000008877,+0.076551,+0.045641,+0.039234,-171.671494,+888.996382,+429.558390,+34.459315,22902,,1486081270.692000
000008878,+0.133081,+0.040830,+0.080605,-171.077564,+889.681366,+431.418322,+34.463588,22948,,1486081270.692000
000008879,+0.107231,+0.070786,+0.105969,-171.065456,+890.022612,+433.277348,+34.463588,22995,,1486081270.692000
000008880,+0.127699,+0.060954,+0.095993,-172.678127,+891.879915,+434.692772,+34.455043,23042,,1486081270.692000
000008881,+0.158728,+0.036011,+0.080909,-173.830866,+893.616674,+435.524294,+34.459315,23089,,1486081270.692000
000008882,+0.174267,+0.036147,+0.070952,-174.647348,+893.967154,+434.949818,+34.463588,23136,,1486081270.693000
000008883,+0.117478,+0.060963,+0.075525,-175.583010,+894.325415,+433.681185,+34.455043,23183,,1486081270.693000
000008884,+0.025122,+0.060284,+0.053927,-174.547371,+893.163815,+432.622126,+34.463588,23230,,1486081270.693000
000008885,-0.015906,+0.039901,+0.027752,-174.440130,+891.776396,+431.796812,+34.463588,23277,,1486081270.693000
000008886,-0.016017,+0.019528,+0.073282,-172.006769,+888.292135,+432.220209,+34.463588,23323,,1486081270.693000
000008887,+0.035316,-0.005357,+0.094059,-171.084082,+888.062872,+431.055614,+34.459315,23370,,1486081270.693000
000008888,+0.102146,+0.000043,+0.125509,-173.638926,+890.156504,+430.503113,+34.463588,23417,,1486081270.694000
000008889,+0.107147,+0.090896,+0.121419,-173.638926,+891.780556,+429.706427,+34.463588,23464,,1486081270.694000
000008890,+0.055567,+0.166137,+0.126566,-173.643770,+892.479288,+428.553091,+34.463588,23511,,1486081270.694000
000008891,+0.019777,+0.110530,+0.089940,-174.001474,+891.789490,+427.387852,+34.463588,23558,,1486081270.694000
000008892,+0.097028,+0.060707,+0.085400,-173.893543,+892.257748,+425.768024,+34.463588,23605,,1486081270.694000
000008893,+0.112681,+0.030530,+0.080214,-173.553942,+890.633759,+425.170828,+34.472133,23652,,1486081270.695000
000008894,+0.117531,+0.091107,+0.091069,-171.464333,+888.079782,+425.836946,+34.463588,23698,,1486081270.695000
000008895,+0.117334,+0.131419,+0.106728,-172.043037,+888.082314,+426.187258,+34.459315,23745,,1486081270.695000
000008896,+0.173852,+0.182338,+0.097848,-171.339390,+889.700483,+426.432167,+34.459315,23792,,1486081270.696000
000008897,+0.209900,+0.172435,+0.113479,-170.395714,+892.355755,+427.497534,+34.463588,23839,,1486081270.696000
000008898,+0.138387,+0.131964,+0.005367,-170.153608,+892.695671,+429.007387,+34.467860,23886,,1486081270.697000
000008899,+0.148515,+0.121850,+0.035899,-172.822155,+894.212095,+429.030680,+34.463588,23933,,1486081270.697000
000008900,+0.153756,+0.122021,+0.005479,-173.865519,+893.750134,+429.725653,+34.463588,23980,,1486081270.697000
000008901,+0.194828,+0.092036,+0.020983,-173.865461,+892.939991,+430.066463,+34.459315,24027,,1486081270.697000
000008902,+0.194820,+0.086970,+0.026013,-173.866499,+890.968506,+430.859892,+34.459315,24073,,1486081270.697000
000008903,+0.138043,+0.111671,+0.050909,-173.860561,+890.503084,+432.015858,+34.455043,24120,,1486081270.697000
000008904,+0.102281,+0.091230,+0.034960,-173.391922,+889.219551,+433.393299,+34.463588,24167,,1486081270.697000
000008905,+0.076417,+0.100944,+0.075365,-173.852718,+890.146862,+433.635475,+34.463588,24214,,1486081270.698000
000008906,+0.102358,+0.091203,+0.034956,-175.593214,+892.469318,+433.082497,+34.467860,24261,,1486081270.698000
000008907,+0.066288,+0.085909,+0.034417,-174.896774,+893.397409,+432.393463,+34.463588,24308,,1486081270.698000
000008908,+0.076802,+0.030680,-0.006658,-174.317322,+893.744387,+431.930887,+34.463588,24355,,1486081270.698000
000008909,+0.071428,+0.015294,+0.049020,-173.863384,+891.778791,+430.983480,+34.459315,24402,,1486081270.698000
000008910,+0.061233,-0.020186,+0.063763,-173.645155,+890.856007,+429.117805,+34.463588,24448,,1486081270.698000
000008911,+0.030274,-0.000336,+0.083873,-173.889044,+889.819153,+427.716961,+34.463588,24495,,1486081270.698000
000008912,-0.005812,+0.044646,+0.109246,-172.031389,+889.464020,+427.591198,+34.467860,24542,,1486081270.699000
000008913,-0.000803,+0.105306,+0.094690,-170.508835,+889.918337,+429.214880,+34.463588,24589,,1486081270.699000
000008914,+0.035050,+0.120812,+0.085179,-171.768646,+893.396172,+430.528397,+34.455043,24636,,1486081270.699000
000008915,+0.071129,+0.121063,+0.085667,-172.350925,+894.788916,+429.730968,+34.459315,24683,,1486081270.699000
000008916,+0.081571,+0.171911,+0.010094,-171.779774,+893.748487,+428.559444,+34.459315,24730,,1486081270.699000
000008917,+0.050682,+0.186669,+0.035230,-171.090712,+891.776783,+428.190287,+34.463588,24777,,1486081270.699000
000008918,+0.112401,+0.111309,+0.075959,-170.155975,+891.770876,+428.999155,+34.463588,24823,,1486081270.700000
000008919,+0.173865,+0.056091,+0.137227,-171.660366,+892.820200,+429.478716,+34.455043,24870,,1486081270.700000
000008920,+0.220294,+0.066618,+0.112548,-171.885632,+893.511080,+430.413416,+34.459315,24917,,1486081270.700000
000008921,+0.179220,+0.116824,+0.087086,-171.415897,+891.532827,+432.248737,+34.463588,24964,,1486081270.700000
000008922,+0.148382,+0.141894,+0.066594,-171.529366,+890.603649,+433.168310,+34.463588,25011,,1486081270.700000
000008923,+0.091785,+0.166836,+0.035591,-171.636551,+890.716909,+434.562056,+34.459315,25058,,1486081270.700000
000008924,+0.019923,+0.110728,+0.044205,-171.290665,+890.135355,+434.439045,+34.463588,25105,,1486081270.701000
000008925,+0.009529,+0.100522,+0.059211,-171.881824,+888.984808,+433.270678,+34.459315,25152,,1486081270.701000
000008926,+0.045546,+0.070355,+0.094963,-173.868979,+887.719870,+432.104849,+34.463588,25198,,1486081270.701000
000008927,+0.055934,-0.015379,+0.109479,-174.456045,+887.377144,+431.291586,+34.463588,25245,,1486081270.701000
000008928,+0.086754,-0.030361,+0.130073,-174.110102,+887.841509,+430.598883,+34.463588,25292,,1486081270.701000
000008929,+0.127941,+0.020571,+0.090493,-174.108719,+888.768766,+430.375603,+34.463588,25339,,1486081270.801000
000008930,+0.158810,+0.061270,+0.065916,-175.153812,+890.511843,+429.699396,+34.463588,25386,,1486081270.802000
000008931,+0.169160,+0.071547,+0.040750,-175.271086,+891.556858,+429.013639,+34.463588,25433,,1486081270.803000
000008932,+0.132965,+0.081253,+0.070855,-174.114542,+891.790033,+427.852633,+34.459315,25480,,1486081270.803000
000008933,+0.127895,+0.055901,+0.085770,-173.651382,+892.715549,+427.163437,+34.463588,25527,,1486081270.803000
000008934,+0.112383,+0.065782,+0.105988,-173.080576,+891.791319,+425.877014,+34.463588,25573,,1486081270.804000
000008935,+0.163799,+0.056046,+0.116751,-173.206501,+890.637094,+424.822660,+34.463588,25620,,1486081270.804000
000008936,+0.173985,+0.040954,+0.131987,-172.045115,+888.779495,+425.497864,+34.459315,25667,,1486081270.804000
000008937,+0.106991,+0.070593,+0.156790,-171.104149,+888.538101,+427.464415,+34.459315,25714,,1486081270.804000
000008938,+0.096601,+0.110821,+0.167222,-172.365108,+891.664742,+428.889736,+34.459315,25761,,1486081270.804000
000008939,+0.107246,+0.080918,+0.095908,-173.741325,+894.557316,+430.660761,+34.463588,25808,,1486081270.804000
000008940,+0.132825,+0.126697,+0.066238,-174.426523,+896.064754,+431.837931,+34.455043,25855,,1486081270.805000
000008941,+0.158708,+0.121934,+0.041125,-175.122963,+895.600681,+432.299337,+34.459315,25902,,1486081270.805000
000008942,+0.122841,+0.091503,+0.014918,-173.854736,+893.514015,+431.579702,+34.459315,25948,,1486081270.805000
000008943,+0.040395,+0.105825,+0.054602,-173.514330,+891.661396,+431.097244,+34.459315,25995,,1486081270.805000
000008944,+0.004329,+0.070201,+0.069001,-174.094418,+890.040642,+432.012268,+34.455043,26042,,1486081270.805000
000008945,+0.024911,+0.024740,+0.114553,-173.858543,+888.991995,+433.161129,+34.459315,26089,,1486081270.806000
000008946,+0.081603,-0.005000,+0.094691,-173.157661,+889.683681,+433.397346,+34.459315,26136,,1486081270.806000
000008947,+0.097087,+0.045619,+0.075083,-173.390194,+890.958643,+432.829668,+34.463588,26183,,1486081270.806000
000008948,+0.133151,+0.066204,+0.045289,-172.916943,+892.576454,+433.423292,+34.463588,26230,,1486081270.806000
000008949,+0.117573,+0.050848,+0.075419,-174.773214,+894.554867,+432.984335,+34.459315,26277,,1486081270.806000
000008950,+0.117573,+0.050848,+0.075419,-175.954956,+893.641666,+430.195782,+34.459315,26323,,1486081270.806000
000008951,+0.179274,+0.051302,+0.081343,-175.507307,+891.561665,+428.318943,+34.459315,26370,,1486081270.807000
000008952,+0.158935,+0.040953,+0.086030,-173.425251,+888.770334,+428.168690,+34.472133,26417,,1486081270.807000
000008953,+0.107339,+0.025298,+0.120750,-172.725351,+889.232479,+428.287209,+34.467860,26464,,1486081270.807000
000008954,+0.107159,-0.000093,+0.166233,-171.669128,+890.385191,+429.338995,+34.463588,26511,,1486081270.807000
000008955,+0.112400,+0.000079,+0.135813,-173.050478,+892.122509,+430.751659,+34.463588,26558,,1486081270.807000
000008956,+0.148370,+0.051135,+0.070763,-172.935165,+893.402491,+429.836271,+34.455043,26605,,1486081270.807000
000008957,+0.174057,+0.111833,+0.071724,-172.824175,+893.403111,+429.023533,+34.459315,26652,,1486081270.808000
000008958,+0.117498,+0.121529,+0.060890,-172.126060,+893.632332,+429.023436,+34.459315,26698,,1486081270.808000
000008959,+0.107267,+0.106226,+0.075837,-171.897449,+892.007725,+429.238977,+34.463588,26745,,1486081270.808000
000008960,+0.045561,+0.080486,+0.084902,-172.363089,+890.385658,+429.921194,+34.463588,26792,,1486081270.808000
000008961,+0.004604,+0.019752,+0.058318,-173.067430,+888.303856,+429.787922,+34.463588,26839,,1486081270.808000
000008962,-0.041756,+0.069857,+0.053116,-172.480709,+888.762777,+430.486288,+34.463588,26886,,1486081270.808000
000008963,-0.031638,+0.110156,+0.084156,-172.238203,+890.960443,+431.086102,+34.463588,26933,,1486081270.808000
000008964,+0.004318,+0.120614,+0.069509,-173.155241,+893.278446,+432.039200,+34.459315,26980,,1486081270.809000
000008965,+0.050651,+0.141256,+0.044937,-173.849201,+893.974936,+432.279963,+34.459315,27027,,1486081270.809000
000008966,+0.056001,+0.176703,+0.009786,-173.630335,+891.541834,+431.327589,+34.467860,27073,,1486081270.809000
000008967,+0.148281,+0.111684,+0.066295,-173.877514,+889.468525,+429.686373,+34.455043,27120,,1486081270.809000
000008968,+0.179210,+0.041104,+0.106649,-173.891062,+888.082140,+428.165066,+34.459315,27167,,1486081270.809000
000008969,+0.117558,+0.010250,+0.125822,-173.659685,+887.848030,+428.161676,+34.463588,27214,,1486081270.809000
000008970,+0.158834,+0.000633,+0.090710,-174.933792,+890.053988,+427.838526,+34.463588,27261,,1486081270.809000
000008971,+0.230597,+0.091869,+0.118022,-175.983383,+889.595507,+427.489632,+34.463588,27308,,1486081270.810000
000008972,+0.240863,+0.122255,+0.108307,-175.278004,+891.560726,+427.853785,+34.463588,27355,,1486081270.810000
000008973,+0.148386,+0.055949,+0.111459,-174.339809,+894.104967,+427.990644,+34.463588,27402,,1486081270.810000
000008974,+0.097146,+0.030531,+0.064766,-174.456736,+894.801777,+427.533600,+34.463588,27448,,1486081270.810000
000008975,+0.133143,+0.035989,+0.039904,-174.458408,+893.644585,+427.755167,+34.459315,27495,,1486081270.810000
000008976,+0.107588,+0.050913,+0.029535,-173.653168,+891.554596,+427.500069,+34.467860,27542,,1486081270.810000
000008977,+0.081638,+0.065698,+0.069995,-170.982779,+889.460949,+427.936209,+34.463588,27589,,1486081270.811000
000008978,+0.004474,+0.050043,+0.058629,-170.392544,+890.267830,+428.986250,+34.459315,27636,,1486081270.811000
000008979,-0.010927,+0.080297,+0.033317,-169.442928,+892.225672,+431.321400,+34.459315,27683,,1486081270.811000
000008980,+0.025241,+0.085724,+0.003366,-169.194252,+894.533978,+432.965706,+34.463588,27730,,1486081270.811000
000008981,+0.025269,+0.116097,-0.021736,-170.468704,+894.304052,+433.779594,+34.463588,27777,,1486081270.812000
000008982,-0.000414,+0.060328,-0.002323,-171.864584,+894.193426,+433.667065,+34.463588,27823,,1486081270.812000
000008983,-0.046692,+0.019668,-0.008442,-173.383217,+893.160728,+432.850769,+34.459315,27870,,1486081270.812000
000008984,-0.026093,+0.029844,+0.002101,-174.788149,+891.545202,+432.027746,+34.463588,27917,,1486081270.813000
000008985,-0.000311,+0.020020,-0.012896,-174.909922,+890.156651,+431.783115,+34.463588,27964,,1486081270.813000
000008986,+0.035420,+0.035100,+0.063975,-175.262091,+890.159782,+431.204325,+34.463588,28011,,1486081270.813000
000008987,+0.071284,+0.030135,+0.110150,-173.403685,+890.154156,+430.966297,+34.463588,28058,,1486081270.813000
000008988,+0.076291,+0.100905,+0.090614,-174.096205,+891.895788,+430.869341,+34.459315,28105,,1486081270.814000
000008989,+0.096724,+0.105931,+0.131600,-174.557001,+892.359083,+431.339140,+34.459315,28152,,1486081270.814000
000008990,+0.127581,+0.085813,+0.167384,-174.914072,+891.783024,+430.290516,+34.463588,28198,,1486081270.814000
000008991,+0.194544,+0.111745,+0.122817,-175.159693,+891.791172,+428.087551,+34.463588,28245,,1486081270.814000
000008992,+0.184303,+0.081654,+0.076643,-175.283426,+891.799589,+426.697025,+34.455043,28292,,1486081270.814000
000008993,+0.220488,-0.009090,+0.116859,-173.200272,+890.169598,+426.094152,+34.463588,28339,,1486081270.814000
000008994,+0.261454,-0.019124,+0.178298,-171.808891,+889.238701,+425.964933,+34.463588,28386,,1486081270.815000
000008995,+0.215042,+0.061244,+0.173403,-170.413704,+888.653688,+426.302914,+34.463588,28433,,1486081270.815000
000008996,+0.204664,+0.131824,+0.163816,-170.172581,+889.460083,+427.353630,+34.463588,28480,,1486081270.815000
000008997,+0.148263,+0.116454,+0.117155,-170.507799,+889.569744,+429.559576,+34.463588,28527,,1486081270.815000
000008998,+0.097010,+0.101261,+0.045160,-170.610142,+891.304350,+430.968534,+34.459315,28573,,1486081270.815000
000008999,+0.066341,+0.111260,+0.004183,-172.694500,+893.393290,+431.342403,+34.463588,28620,,1486081270.815000
000009000,-0.000453,+0.110833,-0.017056,-173.628548,+892.238771,+431.218580,+34.463588,28667,,1486081270.815000
000009001,+0.009714,+0.115939,-0.006697,-173.403629,+889.576019,+431.193295,+34.459315,28714,,1486081270.816000
000009002,+0.066273,+0.106243,+0.004136,-172.243681,+888.065325,+431.523340,+34.459315,28761,,1486081270.816000
000009003,-0.010985,+0.120534,+0.054049,-171.889837,+888.059341,+432.449629,+34.463588,28808,,1486081270.816000
000009004,-0.016113,+0.039752,+0.068409,-173.389790,+889.800293,+433.399191,+34.459315,28855,,1486081270.816000
000009005,-0.036549,+0.024479,+0.057808,-173.734406,+890.145302,+433.983053,+34.463588,28902,,1486081270.816000
000009006,-0.062171,+0.054743,+0.012028,-175.133747,+890.732635,+432.949160,+34.463588,28948,,1486081270.816000
000009007,+0.035608,+0.030297,+0.008025,-174.211115,+891.777531,+431.216127,+34.463588,28995,,1486081270.817000
000009008,+0.076572,+0.040482,+0.059506,-174.450510,+892.478220,+429.715593,+34.463588,29042,,1486081270.817000
000009009,+0.128062,+0.025791,+0.049891,-174.803024,+891.901527,+429.363340,+34.463588,29089,,1486081270.817000
000009010,+0.133215,-0.044939,+0.084817,-174.112869,+890.163130,+428.996817,+34.463588,29136,,1486081270.817000
000009011,+0.153701,-0.039709,+0.085153,-174.119385,+890.632702,+427.609798,+34.459315,29183,,1486081270.817000
000009012,+0.189670,+0.020932,+0.111659,-173.424845,+891.324110,+426.917212,+34.467860,29230,,1486081270.817000
000009013,+0.189469,+0.116723,+0.122794,-172.957825,+892.713394,+426.580776,+34.467860,29277,,1486081270.817000
000009014,+0.199637,+0.086570,+0.127717,-173.293964,+895.031471,+427.416464,+34.459315,29323,,1486081270.818000
000009015,+0.158653,+0.076226,+0.106723,-172.015764,+895.025383,+427.411837,+34.463588,29370,,1486081270.818000
000009016,+0.148274,+0.101301,+0.122083,-170.973783,+893.632057,+427.395391,+34.463588,29417,,1486081270.818000
000009017,+0.179100,+0.157110,+0.102740,-172.255156,+893.638006,+426.935616,+34.463588,29464,,1486081270.818000
000009018,+0.143263,+0.146942,+0.056411,-172.253082,+892.940821,+427.625010,+34.463588,29511,,1486081270.818000
000009019,+0.107238,+0.106318,+0.060596,-171.202049,+891.428347,+429.115747,+34.459315,29558,,1486081270.818000
000009020,+0.066039,+0.115909,+0.095705,-170.032816,+890.838579,+430.613880,+34.463588,29605,,1486081270.819000
000009021,+0.050517,+0.050070,+0.135486,-170.137928,+890.486662,+432.583210,+34.459315,29652,,1486081270.819000
000009022,-0.006071,+0.069968,+0.104433,-170.936308,+891.062855,+434.795475,+34.455043,29698,,1486081270.819000
000009023,-0.036657,+0.095116,+0.053442,-171.742121,+891.869471,+435.848680,+34.463588,29745,,1486081270.819000
000009024,-0.010844,+0.070297,+0.012888,-173.131369,+893.381109,+435.983789,+34.459315,29792,,1486081270.819000
000009025,+0.019985,+0.080738,-0.006911,-174.648964,+892.463833,+435.284565,+34.455043,29839,,1486081270.819000
000009026,+0.071549,+0.030623,+0.003439,-175.018143,+890.386492,+432.945982,+34.459315,29886,,1486081270.820000
000009027,+0.061081,+0.015264,+0.043802,-173.978180,+888.416191,+432.808577,+34.455043,29933,,1486081270.820000
000009028,+0.055895,+0.035126,+0.094746,-173.750320,+887.370104,+432.681139,+34.463588,29980,,1486081270.820000
000009029,+0.081541,+0.030307,+0.095050,-173.164928,+888.875715,+432.577843,+34.459315,30027,,1486081270.820000
000009030,+0.066293,-0.010146,+0.084262,-173.167406,+889.339203,+432.001804,+34.463588,30073,,1486081270.820000
000009031,+0.061175,-0.015208,+0.079059,-173.521305,+890.851353,+430.393265,+34.463588,30120,,1486081270.820000
000009032,+0.107334,+0.030478,+0.095396,-173.992479,+891.552458,+429.009476,+34.463588,30167,,1486081270.821000
000009033,+0.138181,+0.030831,+0.075495,-174.116270,+890.746967,+428.074825,+34.459315,30214,,1486081270.821000
000009034,+0.132878,+0.091116,+0.116688,-174.590961,+890.868103,+426.453169,+34.463588,30261,,1486081270.821000
000009035,+0.101875,+0.111037,+0.126639,-174.141872,+889.833244,+424.238617,+34.459315,30308,,1486081270.821000
000009036,+0.055660,+0.140983,+0.111065,-171.354322,+888.546877,+424.565075,+34.463588,30355,,1486081270.821000
000009037,+0.138127,+0.121502,+0.091653,-170.648308,+889.465794,+425.614901,+34.467860,30402,,1486081270.821000
000009038,+0.174085,+0.111740,+0.086965,-170.281551,+890.036440,+428.287325,+34.463588,30448,,1486081270.822000
000009039,+0.096939,+0.111146,+0.085911,-171.072721,+893.390781,+430.409220,+34.463588,30495,,1486081270.822000
000009040,+0.107213,+0.111340,+0.065729,-170.367979,+893.154196,+431.681074,+34.459315,30542,,1486081270.822000
000009041,+0.086914,+0.111419,+0.004464,-172.578959,+893.625284,+431.112225,+34.463588,30589,,1486081270.822000
000009042,+0.040488,+0.136287,+0.009174,-172.116375,+892.698887,+431.102480,+34.459315,30636,,1486081270.822000
000009043,+0.055925,+0.111005,+0.044696,-172.115393,+890.840364,+432.244492,+34.463588,30683,,1486081270.822000
000009044,+0.030348,+0.050324,+0.033568,-171.768068,+889.215885,+432.808071,+34.463588,30730,,1486081270.823000
000009045,+0.107603,-0.029829,+0.043966,-171.878769,+888.053154,+434.305395,+34.463588,30777,,1486081270.823000
000009046,+0.071392,+0.015113,+0.084588,-172.220905,+889.558729,+434.668612,+34.463588,30823,,1486081270.823000
000009047,+0.030427,+0.040187,+0.038543,-172.100573,+889.902140,+435.250961,+34.467860,30870,,1486081270.823000
000009048,+0.055999,+0.106049,+0.024318,-175.233030,+893.159641,+434.596149,+34.463588,30917,,1486081270.823000
000009049,+0.138199,+0.101507,+0.055881,-176.284697,+894.326374,+433.102610,+34.463588,30964,,1486081270.823000
000009050,+0.117615,+0.070997,+0.075620,-176.531355,+891.667013,+432.034510,+34.463588,31011,,1486081270.823000
000009051,+0.158795,+0.051138,+0.075977,-175.380751,+890.045534,+430.855659,+34.463588,31058,,1486081270.824000
000009052,+0.169187,-0.009310,+0.075503,-173.771078,+888.077728,+428.860138,+34.463588,31105,,1486081270.824000
000009053,+0.117445,+0.030453,+0.126031,-173.543736,+889.241749,+427.362898,+34.459315,31152,,1486081270.925000
000009054,+0.066001,+0.100689,+0.115878,-172.031677,+888.770071,+427.817110,+34.463588,31198,,1486081270.925000
000009055,+0.086592,+0.080650,+0.121036,-173.073658,+891.091429,+427.378305,+34.463588,31245,,1486081270.926000
000009056,+0.076296,+0.095724,+0.115967,-173.298519,+894.104074,+427.175339,+34.463588,31292,,1486081270.926000
000009057,+0.060906,+0.100715,+0.100563,-172.952230,+893.988224,+426.825161,+34.463588,31339,,1486081270.926000
000009058,+0.050570,+0.110680,+0.110688,-171.788826,+893.635632,+427.166073,+34.463588,31386,,1486081270.926000
000009059,+0.050571,+0.100570,+0.115667,-170.858931,+892.240385,+427.845919,+34.463588,31433,,1486081270.926000
000009060,+0.040339,+0.125842,+0.085293,-170.742348,+890.731743,+428.643312,+34.463588,31480,,1486081270.926000
000009061,+0.076367,+0.110988,+0.085631,-172.023722,+888.649622,+429.207850,+34.463588,31527,,1486081270.927000
000009062,+0.086678,+0.136511,+0.040296,-171.903622,+889.344999,+429.446421,+34.459315,31573,,1486081270.927000
000009063,+0.050862,+0.121185,+0.014238,-171.191727,+890.608637,+431.311405,+34.463588,31620,,1486081270.927000
000009064,+0.035433,+0.121066,+0.014028,-171.292049,+893.152227,+432.727512,+34.463588,31667,,1486081270.927000
000009065,+0.030122,+0.125988,+0.039421,-171.987339,+892.807337,+433.190926,+34.459315,31714,,1486081270.927000
000009066,+0.076586,+0.116339,+0.014538,-173.156334,+891.189077,+432.947071,+34.463588,31761,,1486081270.927000
000009067,+0.087151,+0.040957,-0.031824,-173.278454,+889.452705,+432.815166,+34.463588,31808,,1486081270.928000
000009068,+0.066479,-0.004838,+0.023333,-173.868633,+888.531702,+431.764498,+34.463588,31855,,1486081270.928000
000009069,+0.020061,+0.025096,+0.023012,-174.220745,+887.724693,+431.526516,+34.459315,31902,,1486081270.928000
000009070,+0.030177,+0.080297,+0.094851,-174.801008,+886.678314,+432.329611,+34.467860,31948,,1486081270.928000
000009071,+0.076002,+0.125795,+0.167095,-173.641291,+886.679625,+431.746817,+34.459315,31995,,1486081270.928000
000009072,+0.076202,+0.125670,+0.177246,-173.171673,+890.033781,+431.079519,+34.472133,32042,,1486081270.928000
000009073,+0.132604,+0.100989,+0.172693,-173.395325,+892.587477,+431.105558,+34.459315,32089,,1486081270.929000
000009074,+0.148138,+0.050690,+0.167310,-175.017797,+894.446432,+431.012255,+34.459315,32136,,1486081270.929000
000009075,+0.143259,+0.030783,+0.095892,-174.448376,+893.986992,+429.266237,+34.459315,32183,,1486081270.929000
000009076,+0.122802,+0.045817,+0.075434,-174.694054,+893.181232,+427.519148,+34.463588,32230,,1486081270.929000
000009077,+0.164018,+0.030931,+0.086001,-173.890486,+890.630072,+427.144178,+34.467860,32277,,1486081270.930000
000009078,+0.199815,+0.066455,+0.107182,-171.677084,+889.113598,+428.631130,+34.463588,32323,,1486081270.930000
000009079,+0.117584,+0.025585,+0.085326,-170.272154,+889.337078,+430.137033,+34.459315,32370,,1486081270.930000
000009080,+0.050619,+0.110746,+0.095443,-170.492577,+890.721273,+431.542192,+34.463588,32417,,1486081270.930000
000009081,+0.019902,+0.115886,+0.023933,-172.457821,+893.972069,+431.695494,+34.459315,32464,,1486081270.931000
000009082,-0.005608,+0.105591,+0.013308,-171.530460,+894.546480,+431.117052,+34.467860,32511,,1486081270.931000
000009083,-0.005778,+0.070364,+0.012962,-172.235323,+894.442772,+429.727791,+34.455043,32558,,1486081270.931000
000009084,-0.005488,-0.025569,+0.022145,-172.703150,+891.658066,+430.746178,+34.463588,32605,,1486081270.931000
000009085,+0.087073,+0.020628,+0.003543,-171.542513,+889.914976,+431.306023,+34.463588,32652,,1486081270.931000
000009086,+0.112906,+0.025909,-0.011304,-171.545685,+889.914833,+430.841621,+34.467860,32698,,1486081270.931000
000009087,+0.102117,+0.065861,+0.075362,-172.477192,+890.966797,+429.927464,+34.459315,32745,,1486081270.932000
000009088,+0.065945,+0.151172,+0.106226,-172.940123,+891.081360,+430.277561,+34.463588,32792,,1486081270.932000
000009089,+0.096811,+0.156476,+0.101617,-173.165329,+892.354143,+430.870195,+34.463588,32839,,1486081270.932000
000009090,+0.055678,+0.130895,+0.110963,-173.861713,+893.632006,+430.420477,+34.463588,32886,,1486081270.932000
000009091,+0.148532,+0.056147,+0.065724,-173.055668,+891.545389,+430.166300,+34.463588,32933,,1486081270.932000
000009092,+0.174141,+0.061257,+0.096616,-172.717680,+890.738157,+428.765736,+34.463588,32980,,1486081270.933000
000009093,+0.163731,+0.076178,+0.127120,-173.544830,+889.240448,+427.246450,+34.463588,33027,,1486081270.933000
000009094,+0.194575,+0.066284,+0.137602,-173.311321,+888.427040,+427.818014,+34.463588,33073,,1486081270.933000
000009095,+0.210025,+0.091710,+0.117742,-172.263805,+888.190659,+428.160393,+34.463588,33120,,1486081270.933000
000009096,+0.220296,+0.112124,+0.087601,-171.211044,+888.881290,+428.859875,+34.459315,33167,,1486081270.933000
000009097,+0.158684,+0.086380,+0.091580,-171.673279,+889.691488,+428.984520,+34.463588,33214,,1486081270.933000
000009098,+0.148269,+0.076015,+0.137072,-172.245125,+890.964310,+429.926249,+34.463588,33261,,1486081270.934000
000009099,+0.143210,+0.086332,+0.081210,-172.007057,+892.470348,+430.056061,+34.459315,33308,,1486081270.934000
000009100,+0.055852,+0.080702,+0.059638,-171.999792,+892.814297,+431.103188,+34.459315,33355,,1486081270.934000
000009101,+0.045845,+0.030311,+0.023410,-171.308655,+889.913403,+431.537237,+34.463588,33402,,1486081270.935000
000009102,-0.005925,+0.070166,+0.058698,-170.849478,+888.642813,+431.060747,+34.455043,33448,,1486081270.935000
000009103,-0.016188,+0.079967,+0.094223,-172.942543,+890.038679,+430.383768,+34.463588,33495,,1486081270.935000
000009104,-0.046882,+0.039373,+0.088307,-173.402012,+890.151308,+431.313793,+34.467860,33542,,1486081270.935000
000009105,-0.021181,+0.024647,+0.052941,-174.087210,+892.818790,+431.921900,+34.459315,33589,,1486081270.935000
000009106,+0.004843,+0.004906,-0.007897,-174.314899,+893.395023,+432.507557,+34.463588,33636,,1486081270.936000
000009107,+0.040889,+0.035579,-0.037589,-173.854101,+892.467712,+432.265379,+34.463588,33683,,1486081270.936000
000009108,+0.066548,+0.030645,-0.016962,-173.858601,+893.282253,+431.113129,+34.463588,33730,,1486081270.936000
000009109,+0.015075,-0.020366,+0.022477,-175.838430,+893.871199,+430.197115,+34.463588,33777,,1486081270.937000
000009110,+0.050857,-0.050590,+0.083646,-175.379309,+892.018705,+430.062693,+34.459315,33823,,1486081270.937000
000009111,+0.066188,-0.015344,+0.119783,-175.034807,+890.741903,+430.049145,+34.463588,33870,,1486081270.937000
000009112,+0.086663,+0.040298,+0.120627,-172.714220,+889.112171,+430.142347,+34.463588,33917,,1486081270.937000
000009113,+0.122630,+0.050641,+0.126302,-171.779137,+889.918097,+430.610867,+34.463588,33964,,1486081270.937000
