M-G362 CSV Log File created by Python,Log Duration (sec): 10.000,Press CTRL-C to exit early,,,,,,,
Creation Date:,2017-02-02 16:21:01.747000,,,,,,,,,
Scaled 32-bit Data,SF_GYRO=+0.0050/2^16 dps/lsb,SF_ACCL=+0.125/2^16 mg/lsb,SF_TEMP=+0.0042725/2^16 degC/lsb,,,,,,
Sample No.,Gx[dps],Gy[dps],Gz[dps],Ax[mG],Ay[mG],Az[mG],Ts[deg.C],Counter[dec],Error
000001255,+0.050704,+0.030228,+0.064142,-174.428251,+893.629644,+432.742996,+34.455043,58836,,1486081263.116000
000001256,+0.004465,+0.029938,+0.048265,-174.427216,+894.441092,+432.518629,+34.455043,58883,,1486081263.116000
000001257,-0.016259,+0.034762,+0.068366,-173.381027,+894.323368,+432.514597,+34.450770,58930,,1486081263.116000
000001258,-0.021365,+0.060052,+0.043144,-174.787283,+895.146574,+430.207041,+34.450770,58977,,1486081263.117000
000001259,+0.024867,+0.080426,+0.074466,-174.452816,+892.599339,+429.137674,+34.455043,59024,,1486081263.117000
000001260,+0.086681,+0.025418,+0.074746,-172.027412,+888.771517,+428.397959,+34.455043,59071,,1486081263.117000
000001261,+0.117618,-0.009630,+0.069727,-169.355350,+887.835060,+428.612532,+34.455043,59118,,1486081263.117000
000001262,+0.138143,-0.019648,+0.090233,-169.118382,+888.179758,+429.194962,+34.455043,59164,,1486081263.117000
000001263,+0.184475,+0.011104,+0.060681,-169.582636,+888.412979,+429.198647,+34.455043,59211,,1486081263.117000
000001264,+0.199939,+0.056773,+0.025781,-171.089214,+890.155722,+429.103880,+34.455043,59258,,1486081263.118000
000001265,+0.189639,+0.036452,+0.040681,-172.484749,+891.784960,+428.195751,+34.455043,59305,,1486081263.118000
000001266,+0.174099,+0.046426,+0.045658,-172.026663,+890.977083,+427.375195,+34.450770,59352,,1486081263.118000
000001267,+0.117572,+0.025699,+0.065004,-172.153336,+889.009338,+426.660728,+34.455043,59399,,1486081263.118000
000001268,+0.137886,+0.071011,+0.121644,-171.467333,+886.345232,+426.053543,+34.455043,59446,,1486081263.118000
000001269,+0.158272,+0.121477,+0.152926,-172.858366,+885.767887,+426.980537,+34.455043,59493,,1486081263.119000
000001270,+0.112086,+0.090923,+0.136742,-172.376123,+888.076694,+428.740532,+34.455043,59539,,1486081263.119000
000001271,+0.081280,+0.126147,+0.101107,-170.852591,+888.296541,+430.709534,+34.455043,59586,,1486081263.119000
000001272,+0.086339,+0.201911,+0.086700,-172.002850,+890.497845,+431.661844,+34.455043,59633,,1486081263.119000
000001273,+0.086471,+0.191977,+0.051026,-173.047249,+892.240534,+431.101622,+34.455043,59680,,1486081263.119000
000001274,+0.061038,+0.096098,+0.014131,-171.655869,+892.469675,+430.403341,+34.455043,59727,,1486081263.120000
000001275,+0.081696,+0.066037,+0.003941,-171.547935,+892.009899,+429.238764,+34.455043,59774,,1486081263.120000
000001276,+0.050845,+0.005140,+0.033396,-171.203030,+889.806757,+429.680923,+34.455043,59821,,1486081263.120000
000001277,+0.035172,+0.004692,+0.109411,-172.358479,+889.574881,+430.958378,+34.455043,59868,,1486081263.121000
000001278,+0.009325,+0.070043,+0.114807,-173.627741,+890.154079,+432.243813,+34.455043,59914,,1486081263.121000
000001279,+0.076354,+0.085954,+0.054893,-172.455688,+891.536709,+433.180946,+34.455043,59961,,1486081263.121000
000001280,+0.040495,+0.060588,+0.023655,-170.934231,+892.453739,+434.460554,+34.455043,60008,,1486081263.121000
000001281,-0.010963,+0.050175,+0.012692,-171.277004,+893.613571,+434.820969,+34.450770,60055,,1486081263.121000
000001282,-0.046873,+0.060003,+0.002135,-173.373819,+894.781443,+433.562351,+34.455043,60102,,1486081263.121000
000001283,-0.016027,+0.095614,-0.012331,-174.783190,+893.866333,+431.586452,+34.455043,60149,,1486081263.122000
000001284,+0.030229,+0.085817,+0.003444,-176.766134,+893.180977,+430.774471,+34.455043,60196,,1486081263.122000
000001285,+0.025201,+0.020206,+0.002709,-175.265089,+890.977314,+430.168982,+34.455043,60243,,1486081263.122000
000001286,+0.061063,+0.000203,+0.033490,-172.477427,+888.998692,+430.721811,+34.450770,60289,,1486081263.122000
000001287,+0.040431,+0.050391,+0.048961,-172.471947,+889.573734,+431.422697,+34.455043,60336,,1486081263.122000
000001288,+0.076316,+0.070734,+0.075066,-173.048286,+891.197081,+431.439800,+34.455043,60383,,1486081263.122000
000001289,+0.148181,+0.121662,+0.091806,-174.322739,+893.751244,+430.887939,+34.455043,60430,,1486081263.122000
000001290,+0.143150,+0.167145,+0.056620,-174.096552,+892.940016,+430.299191,+34.459315,60477,,1486081263.122000
000001291,+0.132741,+0.202422,+0.051760,-171.785599,+889.809530,+429.450846,+34.455043,60524,,1486081263.123000
000001292,+0.066008,+0.111072,+0.060090,-171.684929,+887.381752,+428.035830,+34.455043,60571,,1486081263.123000
000001293,+0.112323,+0.030572,+0.095475,-172.610672,+887.614639,+428.620958,+34.455043,60618,,1486081263.123000
000001294,+0.143216,+0.010634,+0.095691,-174.118290,+888.081921,+428.978180,+34.455043,60664,,1486081263.123000
000001295,+0.204879,+0.051482,+0.091862,-173.878204,+887.380846,+430.594700,+34.455043,60711,,1486081263.123000
000001296,+0.168836,+0.147079,+0.077093,-173.159393,+889.568645,+433.164289,+34.459315,60758,,1486081263.123000
000001297,+0.112235,+0.192241,+0.036132,-172.453611,+891.303545,+433.642715,+34.455043,60805,,1486081263.123000
000001298,+0.101883,+0.166925,+0.045903,-172.565294,+893.391376,+433.315151,+34.450770,60852,,1486081263.123000
000001299,+0.101945,+0.166877,+0.050981,-173.970570,+892.820080,+431.921980,+34.455043,60899,,1486081263.123000
000001300,+0.158588,+0.192686,+0.016437,-174.220688,+890.626669,+430.046329,+34.455043,60946,,1486081263.123000
000001301,+0.132971,+0.126895,+0.020503,-175.277891,+889.012405,+428.990660,+34.455043,60993,,1486081263.124000
000001302,+0.148461,+0.046201,+0.045303,-174.003090,+887.734089,+428.974543,+34.455043,61039,,1486081263.124000
000001303,+0.128043,-0.014419,+0.029163,-172.837263,+888.192171,+429.323059,+34.455043,61086,,1486081263.124000
000001304,+0.133205,-0.034577,+0.034110,-170.389027,+888.063705,+430.589861,+34.455043,61133,,1486081263.124000
000001305,+0.128009,-0.004353,+0.034347,-170.263796,+889.914339,+431.186792,+34.455043,61180,,1486081263.124000
000001306,+0.112533,+0.040967,+0.024434,-172.469524,+892.008461,+430.633615,+34.455043,61227,,1486081263.124000
000001307,+0.045690,+0.096089,-0.011488,-175.495832,+893.877241,+429.037048,+34.455043,61274,,1486081263.124000
000001308,+0.004570,+0.090751,-0.017183,-177.598816,+894.470453,+426.961557,+34.455043,61321,,1486081263.124000
000001309,+0.138108,+0.111758,+0.030583,-176.797617,+892.386549,+425.895483,+34.455043,61368,,1486081263.124000
000001310,+0.117383,+0.096227,+0.086047,-175.409695,+890.297548,+425.755398,+34.455043,61414,,1486081263.125000
000001311,+0.096821,+0.080914,+0.090694,-172.730368,+889.009020,+427.358534,+34.455043,61461,,1486081263.125000
000001312,+0.035013,+0.151098,+0.080405,-173.647116,+892.484982,+427.858099,+34.455043,61508,,1486081263.125000
000001313,+0.024578,+0.171041,+0.116041,-174.920183,+894.806364,+427.652021,+34.455043,61555,,1486081263.125000
000001314,+0.065768,+0.136028,+0.121326,-173.987177,+895.845459,+427.658772,+34.455043,61602,,1486081263.125000
000001315,+0.050543,+0.100663,+0.100426,-172.121565,+896.993927,+428.127060,+34.459315,61649,,1486081263.125000
000001316,+0.065994,+0.090830,+0.075130,-171.541363,+895.138329,+428.804155,+34.455043,61696,,1486081263.125000
000001317,+0.060851,+0.090791,+0.075060,-171.195766,+893.630817,+429.020866,+34.455043,61743,,1486081263.125000
000001318,+0.045433,+0.065408,+0.084757,-173.172827,+892.594166,+429.365480,+34.455043,61789,,1486081263.125000
000001319,+0.065991,+0.055435,+0.095099,-172.475752,+890.387890,+430.386435,+34.455043,61836,,1486081263.125000
000001320,+0.066004,+0.020061,+0.109986,-172.468834,+891.312052,+431.091036,+34.455043,61883,,1486081263.126000
000001321,+0.050329,+0.029723,+0.181021,-171.415092,+891.304197,+432.363468,+34.455043,61930,,1486081263.126000
000001322,+0.086349,+0.009802,+0.186389,-171.286747,+891.645041,+434.222115,+34.455043,61977,,1486081263.126000
000001323,+0.096743,+0.060585,+0.126061,-174.188168,+893.624590,+434.018080,+34.455043,62024,,1486081263.126000
000001324,+0.122486,+0.091156,+0.101311,-175.820671,+893.517088,+433.210396,+34.455043,62071,,1486081263.126000
000001325,+0.086469,+0.090857,+0.105901,-173.979219,+890.156826,+431.781006,+34.455043,62118,,1486081263.126000
000001326,+0.029955,+0.065224,+0.099791,-173.177324,+889.464579,+430.148043,+34.455043,62164,,1486081263.126000
000001327,+0.035102,+0.034934,+0.114800,-173.416025,+888.076813,+429.787807,+34.455043,62211,,1486081263.126000
000001328,+0.019620,+0.065078,+0.114896,-172.490282,+886.219873,+429.999365,+34.455043,62258,,1486081263.127000
000001329,+0.040202,+0.115808,+0.085198,-173.301519,+887.729370,+429.668182,+34.455043,62305,,1486081263.127000
000001330,+0.107056,+0.101147,+0.096121,-172.361593,+890.388649,+430.038099,+34.455043,62352,,1486081263.127000
000001331,+0.086492,+0.040330,+0.125716,-172.008732,+891.545164,+430.163813,+34.455043,62399,,1486081263.127000
000001332,+0.035144,+0.029934,+0.104585,-172.941048,+892.593752,+429.248737,+34.455043,62446,,1486081263.127000
000001333,+0.071243,+0.030343,+0.074586,-173.759892,+891.555418,+428.893652,+34.455043,62493,,1486081263.127000
000001334,+0.086675,+0.010242,+0.084756,-174.002052,+889.473566,+428.294928,+34.455043,62539,,1486081263.127000
000001335,+0.086761,-0.019978,+0.074285,-171.914635,+886.916992,+428.728153,+34.455043,62586,,1486081263.127000
000001336,+0.122644,+0.010475,+0.095411,-172.141573,+887.842728,+429.201544,+34.455043,62633,,1486081263.128000
000001337,+0.138037,+0.040880,+0.090847,-173.526035,+889.929794,+429.921553,+34.455043,62680,,1486081263.128000
000001338,+0.148359,+0.076398,+0.060855,-174.440014,+892.244175,+431.454121,+34.455043,62727,,1486081263.128000
000001339,+0.230682,+0.157840,+0.032303,-173.852314,+893.860672,+431.814934,+34.459315,62774,,1486081263.128000
000001340,+0.215064,+0.192990,+0.047700,-172.689890,+893.510542,+431.924334,+34.455043,62821,,1486081263.128000
000001341,+0.266650,+0.132925,+0.032543,-172.349831,+892.238134,+431.099350,+34.455043,62868,,1486081263.128000
000001342,+0.230700,+0.056878,+0.056692,-171.434467,+890.154987,+429.684940,+34.455043,62914,,1486081263.128000
000001343,+0.220407,+0.041623,+0.066562,-171.559006,+888.303968,+429.203997,+34.455043,62961,,1486081263.128000
000001344,+0.220231,+0.051628,+0.092076,-171.909735,+887.264177,+429.311800,+34.450770,63008,,1486081263.129000
000001345,+0.163656,+0.086451,+0.096740,-171.670399,+889.461699,+429.447208,+34.455043,63055,,1486081263.130000
000001346,+0.096831,+0.131485,+0.060716,-171.190922,+891.076029,+431.084700,+34.455043,63102,,1486081263.130000
000001347,+0.091692,+0.101116,+0.075584,-172.343258,+892.350464,+432.144304,+34.455043,63149,,1486081263.130000
000001348,+0.060892,+0.085791,+0.064846,-174.323776,+893.171804,+430.998493,+34.455043,63196,,1486081263.130000
000001349,+0.102057,+0.055800,+0.075264,-173.872669,+891.785894,+429.360146,+34.455043,63243,,1486081263.131000
000001350,+0.076159,+0.085690,+0.115873,-172.258501,+890.627604,+427.720188,+34.455043,63289,,1486081263.131000
000001351,+0.065818,+0.070369,+0.140987,-171.451073,+888.772223,+427.584169,+34.455043,63336,,1486081263.131000
000001352,+0.071104,+0.035211,+0.115291,-171.799091,+888.077015,+428.042727,+34.455043,63383,,1486081263.131000
000001353,+0.071060,+0.116046,+0.085620,-172.020840,+889.115854,+429.329102,+34.455043,63430,,1486081263.131000
000001354,+0.040200,+0.125918,+0.080219,-172.241203,+890.153921,+430.847445,+34.455043,63477,,1486081263.131000
000001355,+0.019755,+0.090540,+0.059253,-172.692657,+893.976101,+431.232769,+34.455043,63524,,1486081263.132000
000001356,+0.025090,+0.121173,-0.016595,-171.292627,+895.012434,+431.585960,+34.455043,63571,,1486081263.132000
000001357,+0.055835,+0.111147,+0.024378,-171.994892,+894.321520,+431.117771,+34.455043,63618,,1486081263.132000
000001358,+0.066296,+0.030567,+0.013536,-174.328276,+893.290321,+430.187681,+34.455043,63664,,1486081263.132000
000001359,+0.076648,+0.020624,-0.001671,-174.341768,+890.629776,+429.234812,+34.455043,63711,,1486081263.132000
000001360,+0.097187,+0.030848,+0.003794,-173.653688,+888.660532,+428.634144,+34.455043,63758,,1486081263.132000
000001361,+0.117542,+0.071161,+0.050219,-172.026722,+887.379086,+429.196819,+34.455043,63805,,1486081263.132000
000001362,+0.143193,+0.061161,+0.075876,-173.064548,+888.770090,+429.909174,+34.455043,63852,,1486081263.132000
000001363,+0.220514,+0.036711,+0.036020,-174.448318,+892.248816,+430.062298,+34.455043,63899,,1486081263.132000
000001364,+0.174476,-0.003755,-0.020919,-173.160372,+893.283228,+431.111778,+34.455043,63946,,1486081263.133000
000001365,+0.122787,+0.041003,+0.034737,-173.401840,+891.200987,+430.629038,+34.455043,63993,,1486081263.237000
000001366,+0.112434,+0.050945,+0.049944,-174.573549,+890.166174,+429.579178,+34.455043,64039,,1486081263.238000
000001367,+0.097024,+0.086244,+0.024684,-175.971504,+889.824705,+429.232506,+34.455043,64086,,1486081263.238000
000001368,+0.097012,+0.055892,+0.044703,-175.632828,+889.249092,+427.834114,+34.455043,64133,,1486081263.238000
000001369,+0.127767,+0.040822,+0.085624,-174.472881,+887.970406,+428.050346,+34.455043,64180,,1486081263.238000
000001370,+0.117405,+0.055809,+0.100882,-173.309475,+888.081829,+428.163633,+34.455043,64227,,1486081263.238000
000001371,+0.029951,+0.095553,+0.084853,-173.651958,+890.167614,+428.184324,+34.455043,64274,,1486081263.238000
000001372,+0.035073,+0.191625,+0.040161,-172.711687,+891.318653,+429.352015,+34.455043,64321,,1486081263.238000
000001373,+0.014465,+0.211643,+0.040084,-173.633278,+893.405279,+429.722555,+34.455043,64368,,1486081263.239000
000001374,+0.014570,+0.161225,+0.034491,-173.869211,+893.640018,+429.029573,+34.455043,64414,,1486081263.239000
000001375,+0.055848,+0.141498,+0.004358,-172.713415,+891.667629,+428.891331,+34.455043,64461,,1486081263.239000
000001376,+0.030197,+0.085773,+0.013607,-173.181475,+891.786974,+428.314007,+34.455043,64508,,1486081263.239000
000001377,+0.097018,+0.071068,+0.034693,-173.874746,+891.323038,+429.239817,+34.455043,64555,,1486081263.239000
000001378,+0.143142,+0.106464,+0.091578,-172.705862,+890.153444,+430.964483,+34.459315,64602,,1486081263.239000
000001379,+0.153341,+0.121723,+0.086794,-171.996969,+890.842569,+432.476999,+34.455043,64649,,1486081263.239000
000001380,+0.122515,+0.121530,+0.076210,-170.479315,+891.645720,+433.175596,+34.455043,64696,,1486081263.239000
000001381,+0.117457,+0.126529,+0.071105,-171.641048,+891.763456,+433.295996,+34.459315,64743,,1486081263.239000
000001382,+0.076212,+0.111041,+0.085639,-172.106977,+891.767519,+433.065998,+34.455043,64789,,1486081263.240000
000001383,+0.086477,+0.085813,+0.105850,-172.574345,+891.422461,+432.832283,+34.455043,64836,,1486081263.240000
000001384,+0.091758,+0.035479,+0.090163,-173.743979,+891.546524,+431.561316,+34.455043,64883,,1486081263.240000
000001385,+0.112412,+0.005281,+0.105378,-173.637831,+890.621819,+430.391932,+34.459315,64930,,1486081263.240000
000001386,+0.034999,+0.019626,+0.155299,-172.945198,+890.043991,+429.804762,+34.455043,64977,,1486081263.240000
000001387,+0.040207,+0.075369,+0.105116,-172.937586,+890.503752,+430.852974,+34.455043,65024,,1486081263.240000
000001388,+0.024848,+0.100623,+0.069589,-173.394577,+891.544937,+431.676165,+34.455043,65071,,1486081263.240000
000001389,+0.004448,+0.029916,+0.053347,-172.813047,+891.426741,+431.789171,+34.455043,65118,,1486081263.240000
000001390,+0.050625,+0.009899,+0.099509,-173.865406,+892.593857,+430.179649,+34.455043,65164,,1486081263.240000
000001391,+0.040269,+0.014912,+0.094342,-175.037054,+892.140947,+428.787725,+34.450770,65211,,1486081263.240000
000001392,+0.009400,+0.029828,+0.088993,-173.886450,+890.983482,+427.381252,+34.450770,65258,,1486081263.241000
000001393,-0.036893,+0.039445,+0.108786,-174.817093,+891.565208,+427.041296,+34.455043,65305,,1486081263.241000
000001394,-0.021415,+0.039630,+0.093752,-174.581852,+891.330853,+427.618292,+34.455043,65352,,1486081263.241000
000001395,-0.016256,+0.039691,+0.088740,-172.249159,+890.506378,+429.342894,+34.455043,65399,,1486081263.241000
000001396,-0.016512,+0.039476,+0.144643,-171.770664,+891.195141,+431.204124,+34.450770,65446,,1486081263.241000
000001397,+0.081164,+0.080488,+0.161627,-173.732561,+893.512207,+432.507668,+34.455043,65493,,1486081263.241000
000001398,+0.158256,+0.121455,+0.158008,-173.846722,+894.207470,+432.514565,+34.455043,00003,,1486081263.241000
000001399,+0.158548,+0.041087,+0.086050,-174.086403,+893.750196,+431.467569,+34.450770,00050,,1486081263.242000
000001400,+0.138254,+0.000726,+0.044702,-171.776949,+890.616722,+430.502319,+34.455043,00097,,1486081263.242000
000001401,+0.117625,-0.004564,+0.064697,-171.088869,+888.183462,+430.129278,+34.455043,00144,,1486081263.242000
000001402,+0.086681,+0.025418,+0.074746,-171.666939,+887.835712,+430.823822,+34.455043,00191,,1486081263.242000
000001403,+0.091671,+0.075809,+0.095654,-173.636391,+888.650866,+431.533775,+34.455043,00238,,1486081263.242000
000001404,+0.101899,+0.080866,+0.111091,-172.812353,+890.266319,+432.474218,+34.455043,00285,,1486081263.242000
000001405,+0.096892,+0.040563,+0.090285,-172.924440,+891.656441,+432.487635,+34.455043,00332,,1486081263.242000
000001406,+0.086603,+0.060703,+0.080186,-171.992817,+891.768278,+432.717663,+34.455043,00378,,1486081263.242000
000001407,+0.127672,+0.050937,+0.085731,-172.342508,+893.628000,+431.576788,+34.450770,00425,,1486081263.243000
000001408,+0.158484,+0.030889,+0.111356,-173.864655,+893.639387,+429.725946,+34.450770,00472,,1486081263.243000
000001409,+0.158572,+0.015709,+0.116280,-173.876822,+891.788214,+428.664234,+34.455043,00519,,1486081263.243000
000001410,+0.148374,+0.020805,+0.085701,-173.191854,+889.472700,+427.712351,+34.455043,00566,,1486081263.243000
000001411,+0.137845,+0.071219,+0.086080,-171.675819,+889.700563,+428.290453,+34.446497,00613,,1486081263.243000
000001412,+0.158421,+0.101455,+0.117150,-170.853975,+891.313412,+428.998001,+34.455043,00660,,1486081263.243000
000001413,+0.076092,+0.070563,+0.120805,-170.494484,+892.004122,+430.395668,+34.450770,00707,,1486081263.243000
000001414,+0.174072,+0.031091,+0.086154,-170.487272,+892.230186,+431.557234,+34.455043,00753,,1486081263.243000
000001415,+0.230694,+0.041703,+0.066702,-171.767263,+892.699375,+431.101803,+34.455043,00800,,1486081263.244000
000001416,+0.210237,+0.031588,+0.035829,-171.655521,+892.585485,+430.404427,+34.455043,00847,,1486081263.244000
000001417,+0.117502,+0.066051,+0.065413,-171.896645,+890.155041,+430.150398,+34.455043,00894,,1486081263.244000
000001418,+0.060870,+0.070593,+0.079937,-172.364361,+889.926180,+429.801783,+34.455043,00941,,1486081263.244000
000001419,+0.112372,+0.030638,+0.080230,-173.063856,+889.697733,+429.569912,+34.455043,00988,,1486081263.244000
000001420,+0.148205,+0.071135,+0.111621,-173.289757,+890.506886,+430.274185,+34.455043,01035,,1486081263.244000
000001421,+0.178963,+0.147075,+0.102646,-172.461916,+891.772200,+432.023266,+34.455043,01082,,1486081263.244000
000001422,+0.086487,+0.161533,+0.086287,-172.920345,+892.928282,+432.615110,+34.459315,01128,,1486081263.244000
000001423,+0.055556,+0.130993,+0.100808,-173.849836,+894.093206,+432.049538,+34.455043,01175,,1486081263.244000
000001424,+0.050580,+0.100843,+0.064859,-174.092690,+892.939770,+430.879576,+34.455043,01222,,1486081263.245000
000001425,+0.076456,+0.055756,+0.039341,-174.222765,+890.627831,+429.698372,+34.455043,01269,,1486081263.245000
000001426,+0.148503,+0.031091,+0.040068,-172.958345,+888.195278,+428.511541,+34.455043,01316,,1486081263.245000
000001427,+0.163793,+0.036078,+0.080983,-173.773039,+887.618639,+428.624743,+34.455043,01363,,1486081263.245000
000001428,+0.153397,+0.071240,+0.096446,-172.606518,+887.844328,+429.203058,+34.455043,01410,,1486081263.245000
000001429,+0.174068,+0.061421,+0.071216,-173.990982,+889.931393,+429.923067,+34.455043,01457,,1486081263.245000
000001430,+0.174038,+0.046474,+0.040581,-173.981873,+891.322174,+430.632936,+34.446497,01503,,1486081263.246000
000001431,+0.153593,+0.061394,+0.040445,-173.512888,+893.402557,+430.418091,+34.455043,01550,,1486081263.246000
000001432,+0.153597,+0.096789,+0.020477,-174.212730,+893.754324,+429.843695,+34.455043,01597,,1486081263.246000
000001433,+0.138135,+0.096627,+0.030429,-174.913263,+893.178444,+429.608562,+34.455043,01644,,1486081263.246000
000001434,+0.086720,+0.096253,+0.024645,-175.156809,+891.561380,+428.550240,+34.455043,01691,,1486081263.246000
000001435,+0.091875,+0.071028,+0.034623,-174.580469,+890.402050,+428.305511,+34.455043,01738,,1486081263.246000
000001436,+0.076431,+0.060778,+0.044474,-172.945543,+890.624203,+429.462236,+34.455043,01785,,1486081263.247000
000001437,+0.081471,+0.101125,+0.055117,-171.893877,+891.313530,+430.045277,+34.455043,01832,,1486081263.247000
000001438,+0.076261,+0.111107,+0.070394,-171.772799,+892.470461,+430.287733,+34.455043,01878,,1486081263.247000
000001439,+0.143194,+0.141925,+0.056364,-170.840538,+892.232018,+430.862000,+34.459315,01925,,1486081263.247000
000001440,+0.225327,+0.187981,+0.057952,-170.607315,+891.884701,+431.090412,+34.455043,01972,,1486081263.247000
000001441,+0.235727,+0.188214,+0.022521,-172.014959,+891.780655,+429.006134,+34.455043,02019,,1486081263.248000
000001442,+0.173963,+0.111838,+0.076809,-171.907024,+891.320879,+427.841557,+34.455043,02066,,1486081263.248000
000001443,+0.148392,+0.010717,+0.085598,-172.731060,+890.169441,+426.673487,+34.455043,02113,,1486081263.248000
000001444,+0.148445,-0.019546,+0.085291,-172.968378,+889.244919,+426.317596,+34.455043,02160,,1486081263.248000
000001445,+0.148344,+0.066267,+0.070916,-172.264038,+889.702667,+427.247555,+34.455043,02207,,1486081263.248000
000001446,+0.137912,+0.121605,+0.086584,-172.019110,+890.390930,+428.993097,+34.455043,02253,,1486081263.248000
000001447,+0.091589,+0.141424,+0.086156,-173.166945,+892.010860,+430.635887,+34.455043,02300,,1486081263.248000
000001448,+0.102022,+0.075976,+0.075468,-173.859179,+892.126362,+431.451141,+34.455043,02347,,1486081263.249000
000001449,+0.091692,+0.101116,+0.075584,-175.609993,+891.788414,+430.409693,+34.455043,02394,,1486081263.249000
000001450,+0.024973,+0.050365,+0.033510,-174.345516,+889.241741,+429.222233,+34.450770,02441,,1486081263.249000
000001451,-0.046870,+0.039783,+0.012094,-172.733828,+886.922886,+427.802921,+34.455043,02488,,1486081263.249000
000001452,-0.062484,+0.079862,+0.047864,-172.497549,+886.803953,+428.496988,+34.455043,02535,,1486081263.249000
000001453,-0.047420,+0.130047,+0.134975,-173.876822,+889.932156,+429.574734,+34.455043,02582,,1486081263.249000
000001454,-0.088508,+0.190477,+0.084211,-173.865751,+891.782026,+430.519999,+34.455043,02628,,1486081263.249000
000001455,-0.047064,+0.150750,+0.013219,-172.466757,+892.470928,+430.869930,+34.455043,02675,,1486081263.249000
000001456,-0.067557,+0.105196,+0.012478,-171.762419,+894.552727,+431.003202,+34.455043,02722,,1486081263.249000
000001457,-0.057477,+0.120165,+0.068671,-171.300240,+893.624643,+430.992996,+34.455043,02769,,1486081263.250000
000001458,-0.026611,+0.125469,+0.064061,-171.651716,+892.699364,+430.985439,+34.455043,02816,,1486081263.250000
000001459,+0.014711,+0.080522,+0.033672,-172.008387,+891.196959,+430.392525,+34.455043,02863,,1486081263.250000
000001460,+0.076542,+0.025536,+0.028870,-170.617350,+889.918245,+430.376032,+34.455043,02910,,1486081263.250000
000001461,+0.132933,-0.009665,+0.105510,-170.153786,+888.525375,+430.825418,+34.455043,02957,,1486081263.250000
000001462,+0.127796,+0.005471,+0.095430,-171.774874,+889.919540,+431.191713,+34.455043,03003,,1486081263.250000
000001463,+0.071345,+0.000145,+0.059034,-172.811316,+892.469807,+431.566978,+34.455043,03050,,1486081263.250000
000001464,+0.061086,+0.040549,+0.028813,-173.857101,+892.821226,+431.457661,+34.455043,03097,,1486081263.251000
000001465,+0.076583,+0.020536,+0.018656,-174.328966,+891.898663,+430.754572,+34.455043,03144,,1486081263.251000
000001466,+0.112592,+0.025879,+0.014117,-173.871286,+890.625082,+430.161179,+34.455043,03191,,1486081263.251000
000001467,+0.097006,+0.040717,+0.054713,-172.601330,+889.581482,+429.219355,+34.455043,03238,,1486081263.251000
000001468,+0.081479,+0.040466,+0.084993,-173.425713,+889.242264,+427.594950,+34.455043,03285,,1486081263.251000
000001469,+0.076247,+0.035250,+0.115361,-173.541950,+888.314636,+428.050577,+34.455043,03332,,1486081263.251000
000001470,+0.035108,+0.050109,+0.104790,-172.957306,+889.006725,+428.287174,+34.455043,03378,,1486081263.252000
000001471,+0.055548,+0.125927,+0.105838,-172.362631,+891.201254,+429.465776,+34.455043,03425,,1486081263.252000
000001472,+0.086426,+0.161582,+0.081209,-171.774527,+891.195387,+430.623737,+34.455043,03472,,1486081263.252000
000001473,+0.101783,+0.156547,+0.106777,-173.288717,+892.942385,+429.253134,+34.455043,03519,,1486081263.252000
000001474,+0.086498,+0.111121,+0.085779,-174.338306,+893.179924,+428.562801,+34.455043,03566,,1486081263.252000
000001475,+0.076176,+0.075602,+0.115771,-173.875437,+892.483463,+428.554768,+34.455043,03613,,1486081263.252000
000001476,+0.055707,+0.035136,+0.104917,-172.482327,+889.579535,+429.682917,+34.455043,03660,,1486081263.254000
000001477,+0.066035,+0.030215,+0.094843,-170.963291,+888.757860,+431.410170,+34.455043,03707,,1486081263.254000
000001478,+0.035209,+0.030022,+0.084258,-172.692657,+890.727997,+432.826143,+34.455043,03753,,1486081263.255000
000001479,+0.045565,+0.055474,+0.049083,-174.079542,+893.164429,+432.969486,+34.455043,03800,,1486081263.255000
000001480,+0.035326,+0.100829,+0.034154,-172.918270,+891.999090,+433.418320,+34.459315,03847,,1486081263.255000
000001481,-0.016217,+0.110526,+0.038640,-171.168436,+891.643478,+434.569693,+34.455043,03894,,1486081263.255000
000001482,-0.016271,+0.125751,+0.023552,-171.052486,+890.949133,+434.795223,+34.450770,03941,,1486081263.255000
000001483,+0.050695,+0.090887,+0.034266,-173.039640,+890.380220,+433.287960,+34.455043,03988,,1486081263.255000
000001484,+0.035372,+0.030241,+0.033442,-175.724154,+891.091631,+431.099464,+34.455043,04035,,1486081263.256000
000001485,+0.040349,+0.050281,+0.074370,-175.157499,+889.473700,+429.458567,+34.455043,04082,,1486081263.256000
000001486,+0.081213,+0.080554,+0.146382,-172.022570,+887.840780,+429.665106,+34.455043,04128,,1486081263.256000
000001487,+0.096858,+0.050629,+0.095469,-172.012192,+889.923046,+430.380573,+34.455043,04175,,1486081263.256000
000001488,+0.137951,+0.071099,+0.101317,-172.235668,+891.774879,+430.978640,+34.455043,04222,,1486081263.256000
000001489,+0.132999,+0.046038,+0.055256,-173.982679,+892.710842,+429.949144,+34.455043,04269,,1486081263.362000
000001490,+0.204975,+0.031258,+0.096735,-174.334560,+893.639931,+429.030628,+34.459315,04316,,1486081263.362000
000001491,+0.153487,+0.066306,+0.070986,-175.040573,+893.417040,+427.639364,+34.455043,04363,,1486081263.362000
