M-G362 CSV Log File created by Python,Log Duration (sec): 300.000,Press CTRL-C to exit early,,,,,,,
Creation Date:,2017-02-20 15:23:58.914000,,,,,,,,,
Scaled 32-bit Data,SF_GYRO=+0.0050/2^16 dps/lsb,SF_ACCL=+0.125/2^16 mg/lsb,SF_TEMP=+0.0042725/2^16 degC/lsb,,,,,,
Sample No.,Gx[dps],Gy[dps],Gz[dps],Ax[mG],Ay[mG],Az[mG],Ts[deg.C],Counter[dec],Error
000001031,-18.253230,-18.836271,+1.807939,+1178.978373,+66.751101,-95.013233,+30.588430,58954,,1487633047.183000
000001032,-15.538913,-20.996667,+1.472407,+1120.014530,+48.144205,-113.667046,+30.588430,59329,,1487633047.195000
000001033,-16.026134,-22.661097,+1.972067,+1061.664894,+1.672087,-74.029789,+30.584157,59704,,1487633047.195000
000001034,-14.907526,-19.994278,+2.811916,+1046.155708,-1.556227,-62.067236,+30.584157,60079,,1487633047.195000
000001035,-13.863407,-18.330057,+3.376413,+1093.033825,-7.130455,-70.619587,+30.584157,60454,,1487633047.231000
000001036,-16.035093,-21.447023,+5.682305,+1091.405556,-11.349794,-88.278847,+30.584157,60829,,1487633047.241000
000001037,-15.407401,-21.800307,+5.732971,+1036.847498,+15.544044,-111.503048,+30.584157,61204,,1487633047.241000
000001038,-14.593022,-22.938534,+5.752790,+1057.937872,+21.581400,-104.790028,+30.592703,61579,,1487633047.241000
000001039,-20.633408,-25.106692,+6.705129,+1058.089272,+22.720850,-99.445971,+30.592703,61954,,1487633047.257000
000001040,-22.724133,-26.656322,+6.940312,+1004.484425,+52.820890,-42.287245,+30.584157,62329,,1487633047.259000
000001041,-19.167077,-23.704247,+5.606573,+966.548532,+81.015854,+12.714096,+30.588430,62704,,1487633047.259000
000001042,-6.706392,-10.814794,+2.458077,+936.979439,+110.009731,+28.388924,+30.588430,63079,,1487633047.288000
000001043,-5.604319,-6.148520,+2.545925,+921.595043,+36.993710,-1.818209,+30.584157,63454,,1487633047.289000
000001044,-19.894130,-13.699744,+2.482961,+941.398830,+46.934128,-17.906044,+30.588430,63829,,1487633047.289000
000001045,-11.727645,-10.529422,-1.442514,+956.808817,+46.660070,+13.696503,+30.588430,64204,,1487633047.292000
000001046,+0.922602,-9.852269,+2.195770,+962.939051,+12.999594,-71.982252,+30.592703,64579,,1487633047.307000
000001047,-3.373747,-15.260948,+6.085121,+918.615740,+33.116793,-51.356602,+30.584157,64954,,1487633047.307000
000001048,-13.296853,-20.183905,+4.081504,+930.159742,+21.441687,+0.093864,+30.588430,65329,,1487633047.307000
000001049,-24.912530,-13.966795,+2.787853,+908.219496,+11.246923,-10.715733,+30.592703,00168,,1487633047.337000
000001050,-25.240792,-11.921769,+1.427588,+918.504210,-12.926722,-27.905611,+30.588430,00543,,1487633047.337000
000001051,-20.998805,-8.971662,+7.676974,+911.256226,-32.823915,-25.403267,+30.588430,00918,,1487633047.337000
000001052,-11.083930,-5.132969,+14.444362,+884.655701,-5.306194,-56.828943,+30.592703,01293,,1487633047.347000
000001053,-0.269818,+0.443680,+17.254101,+945.063425,+24.283045,-35.293785,+30.596975,01668,,1487633047.367000
000001054,+7.079965,+7.733262,+18.784507,+987.248156,+34.706987,-78.812159,+30.588430,02043,,1487633047.367000
000001055,+10.700249,+11.637934,+16.445379,+1012.372684,+50.610067,-82.453444,+30.588430,02418,,1487633047.367000
000001056,+7.908769,+12.281691,+17.633068,+976.747101,+54.247843,-95.639238,+30.592703,02793,,1487633047.416000
000001057,+3.515302,+14.103374,+17.510534,+932.511976,+52.653690,-127.514336,+30.592703,03168,,1487633047.416000
000001058,+6.534594,+11.076643,+18.724729,+891.924225,+54.152851,-153.342489,+30.592703,03543,,1487633047.417000
000001059,+11.215172,+9.636865,+17.300667,+914.736103,+93.483086,-166.610964,+30.592703,03918,,1487633047.417000
000001060,+11.964680,+8.480810,+16.679387,+927.964291,+81.967220,-164.095493,+30.592703,04293,,1487633047.417000
000001061,+7.966214,+8.475553,+13.038661,+939.661800,+117.601797,-168.666645,+30.592703,04668,,1487633047.417000
000001062,+5.031390,+8.058344,+9.809515,+985.523457,+109.115442,-170.865879,+30.592703,05043,,1487633047.447000
000001063,+1.069015,+4.875255,+7.843745,+982.909422,+103.938131,-177.979406,+30.592703,05418,,1487633047.447000
000001064,+1.083803,+1.007605,+6.935991,+968.952625,+107.523195,-162.362993,+30.592703,05793,,1487633047.447000
000001065,+2.594252,-2.050446,+5.691092,+978.330519,+81.769175,-155.446228,+30.584157,06168,,1487633047.457000
000001066,+2.978257,-3.684926,+5.471430,+975.097208,+90.684305,-117.435389,+30.584157,06543,,1487633047.457000
000001067,+1.639517,-4.604176,+3.447537,+985.872627,+81.434313,-98.658558,+30.592703,06918,,1487633047.483000
000001068,+0.426336,-3.764213,+2.896054,+951.594004,+74.365761,-95.019079,+30.584157,07293,,1487633047.483000
000001069,+6.353618,-9.014344,+1.175903,+735.236343,+111.257107,-33.562634,+30.588430,07668,,1487633047.483000
000001070,+15.957186,+19.767809,-7.777872,+838.190428,+46.823473,+17.559141,+30.588430,08043,,1487633047.483000
000001071,+17.183267,+18.787999,-1.619652,+963.094116,+8.635572,-82.807486,+30.592703,08418,,1487633047.507000
000001072,+22.613575,+18.036586,+0.021313,+933.541960,+73.803905,-82.096113,+30.588430,08793,,1487633047.507000
000001073,+30.518484,+18.975492,-1.283901,+897.600746,+91.043468,-76.947996,+30.592703,09168,,1487633047.507000
000001074,+21.834045,+19.567719,-4.586087,+948.108999,+44.817530,-119.289516,+30.588430,09543,,1487633047.537000
000001075,+3.947086,+15.041353,-5.281867,+961.682707,+52.243706,-68.127848,+30.584157,09918,,1487633047.537000
000001076,+0.584307,+13.626927,-5.982059,+923.656927,+64.949581,-20.577473,+30.588430,10293,,1487633047.537000
000001077,+8.601797,+13.537015,-8.164832,+935.325590,+55.551933,-27.313677,+30.592703,10668,,1487633047.537000
000001078,+10.371968,+13.731701,-10.389044,+965.813875,+95.769234,-0.825945,+30.584157,11043,,1487633047.567000
000001079,+11.722094,+16.161431,-12.626763,+968.992365,+100.256117,+3.843695,+30.588430,11418,,1487633047.567000
000001080,+17.804204,+16.279547,-17.434546,+936.110554,+95.098061,-12.564129,+30.588430,11793,,1487633047.567000
000001081,+14.980023,+15.507872,-21.275372,+932.360651,+84.754570,-32.246141,+30.592703,12168,,1487633047.598000
000001082,+16.821145,+17.067544,-25.455688,+973.877127,+54.919746,-51.098145,+30.592703,12543,,1487633047.598000
000001083,+20.352030,+12.992456,-24.534692,+1043.620327,+4.021338,-100.270449,+30.584157,12918,,1487633047.598000
000001084,+9.968171,+7.741293,-19.014747,+1062.625252,-47.970554,-83.430603,+30.588430,13293,,1487633047.598000
000001085,+5.683576,+1.230947,-13.328092,+1015.946671,-16.686596,-112.552896,+30.592703,13668,,1487633047.625000
000001086,+6.289338,+5.042629,-13.524902,+1027.567741,-22.384981,-12.113420,+30.588430,14043,,1487633047.625000
000001087,+9.447660,+11.410090,-12.624763,+1006.870594,-33.579765,-106.305824,+30.592703,14418,,1487633047.626000
000001088,+14.503356,+11.006971,-8.232143,+1068.160685,+8.266333,-79.206285,+30.584157,14793,,1487633047.648000
000001089,+33.163764,+8.832290,-9.376964,+1446.677464,+224.802076,+75.600912,+30.592703,15168,,1487633047.648000
000001090,+5.666381,+25.360835,-21.012337,+969.310032,+325.696175,+102.096392,+30.584157,15543,,1487633047.648000
000001091,+25.196172,+32.297655,-35.158309,+992.554455,+63.199963,-157.871792,+30.592703,15918,,1487633047.658000
000001092,+82.048837,+30.715698,-32.678751,+1184.976830,-85.352488,-144.473154,+30.588430,16293,,1487633047.681000
000001093,+60.534143,+26.089308,-3.678249,+1206.141361,-85.079849,-5.513218,+30.592703,16668,,1487633047.682000
000001094,+18.973796,+35.538257,-1.511314,+1006.590342,-62.904089,-60.896290,+30.588430,17043,,1487633047.682000
000001095,+29.356793,+35.076626,-2.080803,+997.942221,-44.198509,-175.831837,+30.588430,17418,,1487633047.705000
000001096,+31.161767,+36.845817,+0.064732,+1073.436419,-14.882120,-157.478653,+30.592703,17793,,1487633047.705000
000001097,+23.089898,+27.698189,+4.966977,+1053.055904,+42.394087,-56.805574,+30.592703,18168,,1487633047.705000
000001098,+8.494204,+19.905765,+4.181173,+1018.311880,+67.499563,-49.614687,+30.588430,18543,,1487633047.729000
000001099,+13.490263,+20.486877,+1.120886,+965.639515,+134.902349,+67.606806,+30.592703,18918,,1487633047.729000
000001100,+19.478002,+16.068061,-3.891777,+986.122452,+107.954014,-30.808424,+30.588430,19293,,1487633047.729000
000001101,+16.389637,+10.796281,-1.549153,+1000.224449,+64.676992,+16.973297,+30.588430,19668,,1487633047.753000
000001102,+3.357670,+5.590135,-0.727929,+1022.538975,+44.960716,-31.173519,+30.592703,20043,,1487633047.753000
000001103,-1.466512,+0.017687,+2.761430,+1013.801098,+18.149860,-2.294651,+30.592703,20418,,1487633047.753000
000001104,+1.824845,-5.144591,+5.207228,+1024.165915,+38.116838,-27.763721,+30.584157,20793,,1487633047.777000
000001105,-5.689569,-10.562644,+4.272689,+994.289675,+49.612188,+61.955397,+30.588430,21168,,1487633047.777000
000001106,+0.823413,-9.967684,-0.458355,+999.929623,+37.291643,+0.481810,+30.592703,21543,,1487633047.778000
000001107,+2.181126,-8.009483,-3.223961,+1032.566343,+11.197184,+49.641529,+30.592703,21918,,1487633047.793000
000001108,-6.318594,-4.812479,-4.648131,+1108.524149,-3.535172,+50.533962,+30.584157,22293,,1487633047.803000
000001109,-9.461968,-8.472685,-2.035893,+1080.844690,-67.966236,-77.648718,+30.588430,22668,,1487633047.803000
000001110,-17.057340,-24.627249,+7.159960,+1002.814480,+39.371986,-140.389294,+30.592703,23043,,1487633047.820000
000001111,-37.904722,-34.280258,+5.752035,+990.905008,+66.052452,-143.577459,+30.592703,23418,,1487633047.820000
000001112,-46.361973,-42.810569,+7.074128,+1050.434559,+24.028841,-136.629463,+30.592703,23793,,1487633047.820000
000001113,-50.574547,-50.637179,+11.839131,+1133.184412,+50.490503,+106.156673,+30.592703,24168,,1487633047.848000
000001114,-48.086972,-39.305939,+10.784310,+1105.022186,-78.399460,-168.732021,+30.592703,24543,,1487633047.849000
000001115,-46.387083,-46.115006,+18.190114,+1144.983887,-26.849287,-79.090559,+30.588430,24918,,1487633047.849000
000001116,-48.819928,-42.942233,+21.582513,+1212.177406,+45.751698,-12.529629,+30.592703,25293,,1487633047.872000
000001117,-38.613049,-30.003410,+15.797963,+1171.165308,+88.567114,-32.399944,+30.588430,25668,,1487633047.873000
000001118,-22.904582,-26.877716,+8.845565,+1196.947662,+79.540800,+8.593981,+30.592703,26043,,1487633047.873000
000001119,-15.096346,-20.113789,+5.642596,+1173.548716,+80.328688,+40.100367,+30.588430,26418,,1487633047.894000
000001120,-3.973448,-7.033683,-2.058331,+1135.395086,+7.529856,-67.139765,+30.588430,26793,,1487633047.894000
000001121,-5.408581,-16.440188,-4.743831,+1081.275261,+0.625303,-58.681913,+30.588430,27168,,1487633047.894000
000001122,-8.066547,-13.777608,-6.205717,+1047.082258,+10.747101,-107.639593,+30.588430,27543,,1487633047.914000
000001123,-8.030333,-18.497741,-6.944047,+979.621565,+4.935835,-134.956884,+30.584157,27918,,1487633047.914000
000001124,-12.307272,-25.704948,-8.025441,+973.086918,+50.351927,-103.432407,+30.588430,28293,,1487633047.914000
000001125,-8.717834,-18.224877,-10.694372,+991.888536,+32.658791,-59.598475,+30.588430,28668,,1487633047.944000
000001126,+7.081008,-16.774328,-6.553282,+905.727945,+25.448473,-65.302248,+30.588430,29043,,1487633047.944000
000001127,-16.377528,-22.155826,-2.477401,+865.366779,-18.961067,-108.494257,+30.592703,29418,,1487633047.944000
000001128,-37.346507,-30.276806,-0.473092,+860.613894,+26.116055,-11.813755,+30.596975,29793,,1487633047.965000
000001129,-19.971581,-22.724880,+2.659362,+946.177217,+26.499395,-5.475708,+30.588430,30168,,1487633047.965000
000001130,-8.257224,-24.827166,+6.205862,+916.231819,+22.178328,+2.465326,+30.584157,30543,,1487633047.965000
000001131,-3.117676,-20.281175,+7.520825,+911.645937,+28.085846,-29.003521,+30.588430,30918,,1487633047.992000
000001132,+1.046285,-18.068652,+8.107948,+893.930042,+26.833975,-17.827404,+30.592703,31293,,1487633047.993000
000001133,-9.549981,-6.083126,+4.844789,+904.475332,+10.513344,+4.826954,+30.592703,31668,,1487633047.993000
000001134,-9.489458,-2.276020,+4.731937,+946.236025,-9.121759,-17.059645,+30.588430,32043,,1487633048.013000
000001135,-5.466847,+0.836211,+10.390741,+926.413549,-21.193951,-22.560024,+30.592703,32418,,1487633048.013000
000001136,-2.228939,+3.156790,+15.858112,+910.130409,-21.514191,-83.385237,+30.592703,32793,,1487633048.013000
000001137,+6.382404,+2.849133,+20.868980,+910.802452,+33.224316,-75.564299,+30.584157,33168,,1487633048.033000
000001138,+8.340841,+4.793707,+20.001062,+870.420616,+58.956814,-78.786709,+30.592703,33543,,1487633048.033000
000001139,-0.825590,+10.285056,+13.694304,+914.597597,+74.847792,-63.705360,+30.592703,33918,,1487633048.033000
000001140,+1.006987,+11.008022,+14.173605,+911.249601,+58.511713,-90.980982,+30.588430,34293,,1487633048.063000
000001141,+7.441473,+13.356988,+15.265425,+941.299494,+47.315395,-132.230560,+30.588430,34668,,1487633048.063000
000001142,+3.521016,+11.894724,+15.314044,+943.421534,+106.768501,-117.413830,+30.588430,35043,,1487633048.063000
000001143,+2.307757,+10.273577,+16.154758,+960.072216,+103.575228,-149.152521,+30.588430,35418,,1487633048.088000
000001144,-0.311729,+8.368721,+14.784105,+972.156834,+128.517843,-141.998816,+30.588430,35793,,1487633048.089000
000001145,-2.189801,+5.598543,+11.982267,+985.202446,+132.461588,-158.237505,+30.592703,36168,,1487633048.089000
000001146,-1.327805,+3.127307,+9.078521,+994.946867,+130.697758,-160.140820,+30.592703,36543,,1487633048.107000
000001147,+2.095077,+0.934434,+5.846718,+980.973738,+132.967396,-166.103191,+30.588430,36918,,1487633048.107000
000001148,-0.415931,-0.820716,+2.670686,+981.809177,+127.383791,-159.665941,+30.592703,37293,,1487633048.107000
000001149,-1.118594,-6.706916,+2.123782,+784.522066,+113.655926,-109.995783,+30.592703,37668,,1487633048.153000
000001150,+11.769063,+13.672720,-3.528310,+808.779577,+85.894659,-3.660540,+30.592703,38043,,1487633048.153000
000001151,+9.044168,+18.832258,-3.121788,+941.410666,+28.065161,-123.600996,+30.592703,38418,,1487633048.153000
000001152,+6.371567,+15.275833,-1.512929,+910.405546,+42.890247,-127.418701,+30.588430,38793,,1487633048.153000
000001153,+23.083162,+16.401867,-1.172506,+878.373543,+49.700542,-124.121584,+30.596975,39168,,1487633048.153000
000001154,+25.788614,+15.370204,-2.578649,+916.735619,+51.004248,-102.665350,+30.592703,39543,,1487633048.177000
000001155,+7.878321,+11.761263,-4.479475,+957.751091,+60.244347,-68.852428,+30.592703,39918,,1487633048.177000
000001156,-4.984791,+14.463023,-2.930405,+973.717148,+74.118242,-9.405001,+30.588430,40293,,1487633048.178000
000001157,+2.838270,+13.091216,-6.307346,+992.104254,+68.021534,-40.829428,+30.592703,40668,,1487633048.207000
000001158,+5.441253,+13.300745,-11.669499,+973.976372,+91.664410,+5.949558,+30.588430,41043,,1487633048.207000
000001159,+12.747699,+15.445377,-17.781057,+952.079321,+83.005789,+21.128082,+30.588430,41418,,1487633048.207000
000001160,+19.221873,+16.302570,-20.239313,+961.158745,+49.880056,-18.405191,+30.584157,41793,,1487633048.207000
000001161,+13.639137,+15.775178,-20.188568,+955.937698,+44.443047,-14.381393,+30.584157,42168,,1487633048.233000
000001162,+16.285905,+14.547832,-20.754315,+952.488083,+35.928175,-62.571806,+30.592703,42543,,1487633048.236000
000001163,+18.880174,+12.320209,-22.087785,+984.514845,+9.481522,-115.566988,+30.592703,42918,,1487633048.236000
000001164,+15.891370,+7.007836,-17.148475,+1035.066246,-37.529581,-130.783339,+30.588430,43293,,1487633048.264000
000001165,+10.395173,+1.898514,-11.189743,+1067.128016,-22.057989,-81.577068,+30.588430,43668,,1487633048.274000
000001166,+4.530815,+1.137738,-6.598878,+1001.560091,+5.553167,-100.236879,+30.588430,44043,,1487633048.274000
000001167,+1.800567,+8.249259,-8.788611,+1009.462812,-2.590403,-96.048475,+30.584157,44418,,1487633048.274000
000001168,+19.585255,+7.797189,-13.519177,+1485.600998,+261.279442,-1.519960,+30.592703,44793,,1487633048.284000
000001169,+27.467585,+14.419756,-18.896671,+1095.318941,+348.617516,+215.538692,+30.588430,45168,,1487633048.284000
000001170,-21.035898,+37.625408,-40.838313,+880.995665,+167.220024,-92.988010,+30.592703,45543,,1487633048.284000
000001171,+84.678551,+37.463130,-40.219329,+1188.088326,-82.089382,-189.442272,+30.592703,45918,,1487633048.318000
000001172,+88.493316,+28.750662,-3.661895,+1246.712782,-171.251085,-38.229252,+30.596975,46293,,1487633048.318000
000001173,+4.221285,+41.532755,+2.305968,+1007.176159,-70.196173,+40.953487,+30.596975,46668,,1487633048.318000
000001174,+15.371286,+41.326437,-3.513037,+947.673687,-34.658180,-172.680824,+30.588430,47043,,1487633048.318000
000001175,+9.301248,+42.079776,+0.297985,+1006.052931,+27.322817,-175.994789,+30.592703,47418,,1487633048.338000
000001176,+53.134901,+41.050477,+4.399132,+1058.877285,+84.032423,-153.365580,+30.584157,47793,,1487633048.348000
000001177,+17.247324,+23.574606,+1.442151,+1055.067303,+61.334875,-79.591633,+30.592703,48168,,1487633048.348000
000001178,-2.842998,+20.088309,+1.097773,+1054.258591,+167.425947,+83.397625,+30.592703,48543,,1487633048.368000
000001179,+5.651788,+13.520363,-3.729930,+1011.658636,+181.774176,+25.578663,+30.592703,48918,,1487633048.368000
000001180,+9.204500,+11.195275,-4.111596,+962.180410,+63.377142,+29.374601,+30.588430,49293,,1487633048.368000
000001181,+2.143050,+5.121132,-1.699120,+1015.253597,-7.087511,-38.598135,+30.588430,49668,,1487633048.368000
000001182,+1.347036,+0.920320,+6.618673,+1052.669228,-42.264311,+56.493753,+30.584157,50043,,1487633048.401000
000001183,-1.179163,+0.774706,+13.663906,+1064.704178,-22.451155,+38.320625,+30.592703,50418,,1487633048.408000
000001184,-5.900008,-1.865176,+10.626604,+1012.187140,+76.815844,+9.976309,+30.588430,50793,,1487633048.408000
000001185,-8.763055,-7.027868,-2.672068,+994.683535,+65.780367,+3.086269,+30.596975,51168,,1487633048.426000
000001186,-2.235438,-7.711954,-6.516799,+1033.319086,-20.286446,-23.012173,+30.592703,51543,,1487633048.437000
000001187,-2.441046,-7.513027,-5.069851,+1103.046421,-41.699392,+8.100163,+30.588430,51918,,1487633048.438000
000001188,-19.313415,-6.530755,-1.266337,+1070.036585,+12.560041,+18.922285,+30.592703,52293,,1487633048.438000
000001189,-21.453855,-19.003057,+4.348252,+1046.715668,+61.550482,-135.683338,+30.592703,52668,,1487633048.454000
000001190,-30.809479,-25.975711,+7.594084,+984.662445,+8.745024,-207.408251,+30.592703,53043,,1487633048.454000
000001191,-38.355831,-35.733947,+7.712197,+1023.737555,+39.977797,-100.563627,+30.592703,53418,,1487633048.454000
000001192,-45.652026,-42.849984,+11.695750,+1109.249275,+16.862782,-130.276361,+30.584157,53793,,1487633048.515000
000001193,-51.136309,-32.487245,+10.466732,+1103.846037,-23.345127,-81.244411,+30.592703,54168,,1487633048.515000
000001194,-41.728757,-37.467078,+16.660059,+1095.905039,-58.767860,-109.381784,+30.592703,54543,,1487633048.515000
000001195,-39.470381,-40.466295,+24.203634,+1139.199535,+2.221737,+27.878281,+30.588430,54918,,1487633048.515000
000001196,-36.137311,-32.088006,+20.854595,+1207.554672,-8.686493,-0.969872,+30.592703,55293,,1487633048.515000
000001197,-30.997728,-29.624955,+20.055543,+1150.919731,+86.369059,+22.721676,+30.588430,55668,,1487633048.515000
000001198,-17.607304,-18.979244,+10.440593,+1181.873096,+87.975597,+29.245729,+30.592703,56043,,1487633048.515000
000001199,-8.918322,-10.397597,+5.794975,+1202.431379,+58.069525,-16.092319,+30.592703,56418,,1487633048.515000
000001200,-6.564743,-14.151783,+4.986235,+1136.782185,+15.051006,-33.099901,+30.592703,56793,,1487633048.545000
000001201,-6.473488,-13.686142,+3.544498,+1045.376633,+39.563662,+1.400267,+30.592703,57168,,1487633048.545000
000001202,-5.580743,-10.142756,+0.600741,+1046.118977,+39.747120,-88.578411,+30.588430,57543,,1487633048.545000
000001203,-6.150630,-14.304445,-2.161895,+1000.369619,+33.737312,-79.907782,+30.592703,57918,,1487633048.575000
000001204,-15.519384,-14.550583,-1.646757,+955.200584,+34.685928,-74.767225,+30.592703,58293,,1487633048.575000
000001205,-17.716314,-10.539207,-1.742529,+950.149162,+71.237566,-23.966124,+30.588430,58668,,1487633048.575000
000001206,-16.107440,-11.724305,-5.786273,+861.817078,+29.602177,-84.600718,+30.584157,59043,,1487633048.575000
000001207,-0.540087,-10.281042,-1.556990,+826.590967,+11.507887,-39.553921,+30.592703,59418,,1487633048.596000
000001208,+1.456172,-12.200692,+0.624764,+865.760242,+20.645231,-42.492741,+30.592703,59793,,1487633048.596000
000001209,-8.060421,-17.669171,+1.963575,+897.631586,+11.240068,-32.480593,+30.592703,60168,,1487633048.596000
000001210,-7.511965,-17.305112,+3.874546,+890.821669,+7.823793,-42.578703,+30.592703,60543,,1487633048.632000
000001211,-8.850517,-21.957765,+3.727753,+937.072836,-5.258480,-55.141735,+30.588430,60918,,1487633048.632000
000001212,-8.415914,-21.024882,+5.607392,+962.729277,+10.471127,-8.464420,+30.596975,61293,,1487633048.632000
000001213,-16.937086,-14.228442,+4.138240,+959.472338,-0.168749,-42.759632,+30.592703,61668,,1487633048.632000
000001214,-16.614695,-12.850308,+5.457042,+960.871063,-12.584558,-35.924295,+30.592703,62043,,1487633048.657000
000001215,-12.561049,-9.988319,+9.579660,+895.418638,+4.923218,-10.734175,+30.592703,62418,,1487633048.669000
000001216,-10.930528,-3.987379,+10.907391,+910.632751,+36.237761,-8.052504,+30.592703,62793,,1487633048.669000
000001217,-5.480745,+1.243971,+12.858351,+929.452353,+59.654209,-0.934376,+30.588430,63168,,1487633048.681000
000001218,-0.367384,+8.016086,+9.923575,+950.108513,+57.590393,-63.054678,+30.588430,63543,,1487633048.681000
000001219,+1.402473,+14.086145,+9.486168,+971.775084,+55.526808,-92.132572,+30.592703,63918,,1487633048.681000
000001220,+2.821567,+11.848747,+10.661217,+954.071711,+45.470444,-113.505589,+30.592703,64293,,1487633048.681000
000001221,+4.840050,+10.029265,+10.685421,+930.704380,+68.054758,-126.435436,+30.592703,64668,,1487633048.713000
000001222,+5.246924,+8.125296,+9.874088,+942.060511,+78.356478,-136.809822,+30.588430,65043,,1487633048.713000
000001223,+6.327880,+3.650100,+10.315701,+964.194864,+85.205008,-130.787638,+30.592703,65418,,1487633048.713000
000001224,+0.646658,+3.425840,+8.859518,+944.064240,+107.258730,-126.803972,+30.592703,00257,,1487633048.747000
000001225,+1.503144,+2.336900,+6.894261,+982.541832,+93.500694,-137.029245,+30.588430,00632,,1487633048.747000
000001226,+2.670859,+0.807464,+5.929457,+988.383543,+98.797396,-134.331171,+30.588430,01007,,1487633048.747000
000001227,+1.460150,-0.919650,+4.447709,+995.026470,+95.632502,-129.512510,+30.588430,01382,,1487633048.747000
000001228,-0.338724,-1.744674,+3.139833,+991.219158,+89.945927,-122.133627,+30.592703,01757,,1487633048.757000
000001229,-0.483541,-2.007906,+1.956697,+985.211861,+74.175255,-108.464935,+30.592703,02132,,1487633048.777000
000001230,-1.159346,-2.378215,+1.273216,+847.104059,+67.958418,-115.499174,+30.592703,02507,,1487633048.777000
000001231,+11.080232,+2.938822,-0.979986,+711.065548,+83.195351,+38.603645,+30.592703,02882,,1487633048.787000
000001232,+18.995518,+26.010759,-6.271066,+886.033840,-1.757723,-80.801897,+30.592703,03257,,1487633048.797000
000001233,+7.768376,+19.656579,-0.154064,+942.845064,+22.290342,-94.556259,+30.592703,03632,,1487633048.797000
000001234,+11.924594,+16.351699,+0.971187,+890.195869,+73.027046,-82.195566,+30.588430,04007,,1487633048.797000
000001235,+25.957764,+18.899211,-1.133388,+911.466469,+81.994150,-85.658613,+30.592703,04382,,1487633048.825000
000001236,+10.611529,+16.430071,-3.216311,+958.237991,+84.339453,-38.014585,+30.588430,04757,,1487633048.825000
000001237,-6.283772,+12.302972,-7.069367,+992.321608,+99.094500,-19.665335,+30.592703,05132,,1487633048.825000
000001238,+3.844038,+13.655832,-9.193505,+984.213509,+109.646793,+18.492668,+30.592703,05507,,1487633048.841000
000001239,+9.335327,+15.829591,-13.622706,+924.020414,+97.871016,-34.299023,+30.596975,05882,,1487633048.841000
000001240,+9.914071,+15.280784,-17.435248,+916.155745,+53.862352,+13.083418,+30.592703,06257,,1487633048.841000
000001241,+16.737246,+15.455950,-17.746981,+940.167526,+43.201126,-8.197380,+30.588430,06632,,1487633048.872000
000001242,+19.203817,+16.049165,-17.621067,+1026.128958,+7.560637,-34.321728,+30.596975,07007,,1487633048.873000
000001243,+17.116499,+12.416824,-12.535574,+1068.649345,-17.135473,-101.711678,+30.592703,07382,,1487633048.873000
000001244,+15.429811,+7.104469,-6.425461,+1034.109648,-2.799988,-93.927443,+30.588430,07757,,1487633048.896000
000001245,+9.301375,+6.937349,-7.912558,+1009.297199,+25.766851,-59.836237,+30.592703,08132,,1487633048.896000
000001246,+6.038591,+9.494997,-8.327153,+1075.447805,+16.440907,-108.373007,+30.588430,08507,,1487633048.896000
000001247,+9.416564,+13.080055,-7.106883,+1077.841820,-6.851032,-104.658350,+30.588430,08882,,1487633048.916000
000001248,+24.386968,+8.265030,-10.497779,+1399.703077,+237.685604,+44.914949,+30.592703,09257,,1487633048.916000
000001249,+15.061214,+20.123605,-21.831817,+1063.381275,+322.911448,+75.212683,+30.592703,09632,,1487633048.916000
000001250,+15.179405,+30.983751,-37.212826,+883.165125,+55.225018,-83.268637,+30.588430,10007,,1487633048.936000
000001251,+34.120814,+30.846822,-35.747541,+944.678391,-49.754389,-121.911509,+30.592703,10382,,1487633048.946000
000001252,+29.564319,+19.753694,-24.599718,+1125.682312,-22.359018,-122.353056,+30.596975,10757,,1487633048.946000
000001253,+16.060601,+12.470276,-15.150203,+1103.363167,+107.603039,-12.290262,+30.592703,11132,,1487633048.967000
000001254,+22.274871,+12.725008,-11.608861,+1117.118271,-45.090994,-66.302906,+30.592703,11507,,1487633048.967000
000001255,+40.695766,+21.232538,-4.911909,+1111.613785,-77.698067,-37.952454,+30.588430,11882,,1487633048.967000
000001256,+14.440484,+26.670756,-0.296745,+1025.617723,-41.929991,-17.742569,+30.596975,12257,,1487633048.989000
000001257,+20.353209,+30.588977,+0.697267,+1036.583197,-33.778442,-112.085161,+30.592703,12632,,1487633048.989000
000001258,+19.345307,+30.700374,+2.289869,+1039.283445,-1.165266,-104.017084,+30.592703,13007,,1487633048.989000
000001259,+9.122623,+21.165313,+3.140876,+1020.249737,+106.015310,-74.882513,+30.588430,13382,,1487633049.011000
000001260,+3.421052,+20.472930,+0.303052,+1005.907202,+61.697445,+36.058332,+30.592703,13757,,1487633049.011000
000001261,+6.928709,+16.168264,+0.632111,+1007.730289,+79.867479,+1.554470,+30.592703,14132,,1487633049.011000
000001262,+8.835700,+12.396395,-0.386073,+1008.985285,+98.250023,+8.101385,+30.592703,14507,,1487633049.033000
000001263,+0.191961,+7.317396,+1.060023,+997.772476,+36.462831,+9.410326,+30.584157,14882,,1487633049.033000
000001264,-9.302124,+0.520738,+4.148277,+1011.158026,+26.890923,+17.856091,+30.592703,15257,,1487633049.033000
000001265,+0.837233,-4.304409,+4.973732,+1010.723600,+48.146521,+31.971914,+30.596975,15632,,1487633049.064000
