M-G362 CSV Log File created by Python,Log Duration (sec): 300.000,Press CTRL-C to exit early,,,,,,,
Creation Date:,2017-02-20 15:23:58.914000,,,,,,,,,
Scaled 32-bit Data,SF_GYRO=+0.0050/2^16 dps/lsb,SF_ACCL=+0.125/2^16 mg/lsb,SF_TEMP=+0.0042725/2^16 degC/lsb,,,,,,
Sample No.,Gx[dps],Gy[dps],Gz[dps],Ax[mG],Ay[mG],Az[mG],Ts[deg.C],Counter[dec],Error
000000422,+0.038208,-0.014533,+0.074114,+998.689314,+68.705927,-8.608480,+30.584157,27187,,1487633042.300000
000000423,+0.048324,+0.061116,+0.085181,+1003.084833,+68.470129,-11.871531,+30.584157,27562,,1487633042.336000
000000424,+0.079272,+0.096859,+0.035168,+1001.709410,+66.724710,-7.825270,+30.584157,27937,,1487633042.336000
000000425,-0.023533,+0.096091,+0.028682,+1002.396618,+68.699400,-10.475723,+30.584157,28312,,1487633042.336000
000000426,+0.151139,+0.046739,+0.096593,+997.878012,+69.867220,-8.826799,+30.584157,28687,,1487633042.336000
000000427,+0.140919,+0.066955,+0.066181,+1002.279705,+66.612778,-9.567442,+30.584157,29062,,1487633042.356000
000000428,+0.079157,+0.096705,+0.070723,+1001.826996,+67.419338,-7.935040,+30.584157,29437,,1487633042.366000
000000429,+0.140873,+0.046682,+0.091373,+1005.300524,+67.414387,-10.033419,+30.584157,29812,,1487633042.366000
000000430,+0.084551,+0.046555,+0.019489,+998.456236,+69.402912,-9.064953,+30.584157,30187,,1487633042.386000
000000431,+0.202652,+0.087564,+0.067223,+1000.658545,+71.251963,-10.910378,+30.588430,30562,,1487633042.386000
000000432,+0.125508,+0.056616,+0.091257,+1000.548519,+67.769844,-8.160067,+30.588430,30937,,1487633042.386000
000000433,+0.192376,+0.051994,+0.107352,+1003.438330,+66.838730,-10.265873,+30.592703,31312,,1487633042.386000
000000434,+0.043159,+0.111573,+0.065305,+1002.046627,+67.309767,-10.023912,+30.584157,31687,,1487633042.417000
000000435,+0.110194,+0.082038,+0.020199,+1000.997406,+68.474966,-11.169041,+30.584157,32062,,1487633042.427000
000000436,+0.104975,+0.137216,+0.061312,+1003.439699,+65.910213,-9.578936,+30.592703,32437,,1487633042.428000
000000437,+0.099894,+0.036460,+0.050074,+1002.050766,+67.307436,-9.328238,+30.584157,32812,,1487633042.480000
000000438,+0.115107,+0.127249,+0.066443,+999.614073,+68.937393,-9.536890,+30.584157,33187,,1487633042.481000
000000439,+0.120351,+0.041527,+0.080882,+999.138912,+67.321278,-10.478233,+30.584157,33562,,1487633042.484000
000000440,+0.043341,-0.009453,+0.074236,+1002.395887,+65.220772,-8.885252,+30.584157,33937,,1487633042.485000
000000441,+0.079133,+0.036039,+0.110743,+1004.142662,+65.792498,-8.537632,+30.584157,34312,,1487633042.488000
000000442,+0.084158,+0.101610,+0.111478,+1002.738979,+66.614294,-10.496521,+30.584157,34687,,1487633042.488000
000000443,-0.002768,-0.025011,+0.078515,+1001.127834,+68.114756,-8.623045,+30.592703,35062,,1487633042.489000
000000444,+0.079325,+0.066613,+0.034861,+1002.509356,+67.773209,-10.600786,+30.584157,35437,,1487633042.491000
000000445,+0.135871,+0.107463,+0.015727,+1001.582861,+66.730940,-9.564077,+30.584157,35812,,1487633042.505000
000000446,+0.048213,+0.136890,+0.055479,+1000.661896,+70.094288,-9.760687,+30.579885,36187,,1487633042.506000
000000447,+0.120272,+0.061764,+0.070934,+1000.185673,+66.043440,-9.681458,+30.579885,36562,,1487633042.508000
000000448,+0.130563,+0.182993,+0.026582,+1000.200220,+67.424913,-7.929741,+30.584157,36937,,1487633042.536000
000000449,+0.120414,-0.003863,+0.085501,+1001.703562,+68.235590,-9.550257,+30.584157,37312,,1487633042.536000
000000450,+0.161286,+0.006345,+0.136965,+1002.174501,+66.608927,-7.711351,+30.579885,37687,,1487633042.536000
000000451,+0.115108,+0.061564,+0.101333,+999.250296,+68.715208,-11.972801,+30.584157,38062,,1487633042.536000
000000452,-0.013338,+0.010284,+0.078752,+1001.465256,+68.125694,-10.477579,+30.579885,38437,,1487633042.561000
000000453,+0.130728,+0.006363,+0.070506,+1003.910267,+66.025227,-8.650635,+30.584157,38812,,1487633042.562000
000000454,+0.084347,+0.096810,+0.055555,+1002.516960,+69.160540,-10.007950,+30.584157,39187,,1487633042.562000
000000455,+0.068836,+0.136997,+0.060833,+1000.642586,+67.088053,-11.528852,+30.584157,39562,,1487633042.594000
000000456,+0.079258,+0.132211,+0.020288,+999.961987,+69.632391,-9.995255,+30.584157,39937,,1487633042.594000
000000457,+0.110124,+0.056680,+0.055498,+1002.162146,+68.237495,-10.595284,+30.584157,40312,,1487633042.594000
000000458,+0.038007,+0.136782,+0.055331,+1001.591539,+71.480738,-10.446857,+30.584157,40687,,1487633042.594000
000000459,+0.166731,+0.021690,+0.081304,+999.256573,+70.797148,-11.953718,+30.588430,41062,,1487633042.617000
000000460,+0.089457,+0.086702,+0.070761,+1002.042488,+67.312099,-10.719587,+30.584157,41437,,1487633042.617000
000000461,+0.171895,-0.033692,+0.080818,+1002.048018,+68.236727,-10.247066,+30.584157,41812,,1487633042.618000
000000462,+0.068775,+0.106599,+0.096081,+1002.384207,+69.634134,-13.017794,+30.584157,42187,,1487633042.648000
000000463,+0.125601,+0.031478,+0.075764,+1002.389385,+65.802328,-10.271719,+30.588430,42562,,1487633042.651000
000000464,+0.063756,+0.111775,+0.055427,+1000.641918,+68.943916,-12.554888,+30.584157,42937,,1487633042.651000
000000465,+0.032904,+0.096372,+0.065011,+1001.344946,+66.734846,-10.490887,+30.584157,43312,,1487633042.652000
000000466,+0.058745,+0.066433,+0.039659,+1003.904434,+68.695778,-10.944429,+30.584157,43687,,1487633042.673000
000000467,+0.027675,+0.151665,+0.085813,+1002.638020,+67.995777,-8.628479,+30.588430,44062,,1487633042.674000
000000468,+0.104977,+0.097056,+0.035520,+1000.646742,+68.477327,-11.515745,+30.584157,44437,,1487633042.674000
000000469,+0.105008,+0.051622,+0.050297,+999.032391,+68.939774,-9.650942,+30.584157,44812,,1487633042.704000
000000470,+0.161535,+0.062000,+0.076563,+1001.121939,+69.395672,-10.233692,+30.588430,45187,,1487633042.704000
000000471,+0.079114,+0.041197,+0.090484,+1001.124945,+68.586092,-9.312618,+30.579885,45562,,1487633042.704000
000000472,+0.166837,+0.011856,+0.030416,+1002.269720,+68.357924,-12.101866,+30.584157,45937,,1487633042.704000
000000473,+0.130564,+0.117308,+0.061472,+1000.423994,+67.544943,-9.436701,+30.584157,46312,,1487633042.729000
000000474,+0.079177,+0.137025,+0.066046,+1001.818768,+68.117834,-9.668251,+30.588430,46687,,1487633042.730000
000000475,+0.099908,+0.006032,+0.085315,+1000.665071,+68.812958,-8.614399,+30.588430,47062,,1487633042.730000
000000476,+0.130992,+0.107774,-0.065611,+1001.464949,+67.544081,-10.251728,+30.584157,47437,,1487633042.762000
000000477,+0.079146,+0.056268,+0.095710,+1001.933533,+67.192448,-9.444899,+30.584157,47812,,1487633042.762000
000000478,+0.145817,+0.167726,+0.087591,+1004.500248,+67.873659,-8.055321,+30.584157,48187,,1487633042.762000
000000479,+0.089640,+0.081764,+0.040228,+1001.704971,+66.841234,-8.636375,+30.588430,48562,,1487633042.762000
000000480,+0.120357,+0.056694,+0.070877,+1002.049047,+67.656307,-9.788746,+30.584157,48937,,1487633042.762000
000000481,+0.197653,+0.006870,+0.066335,+999.952335,+66.620714,-10.140177,+30.588430,49312,,1487633042.784000
000000482,+0.115233,+0.046572,+0.070704,+1000.076101,+68.705423,-9.888424,+30.584157,49687,,1487633042.794000
000000483,+0.043173,+0.076221,+0.080184,+1001.580456,+67.544069,-10.368053,+30.584157,50062,,1487633042.794000
000000484,+0.048107,+0.131696,+0.090982,+1002.059698,+68.000156,-8.161648,+30.579885,50437,,1487633042.808000
000000485,+0.079225,+0.076585,+0.060360,+1000.889484,+68.238766,-9.663553,+30.584157,50812,,1487633042.808000
000000486,+0.110106,+0.086714,+0.091347,+1001.457434,+66.384739,-10.959484,+30.592703,51187,,1487633042.808000
000000487,+0.074119,+0.066486,+0.055108,+1001.822517,+68.001701,-8.973091,+30.584157,51562,,1487633042.840000
000000488,+0.141143,+0.107677,-0.024836,+1001.581482,+66.731716,-9.795971,+30.584157,51937,,1487633042.840000
000000489,+0.079120,+0.071391,+0.095863,+999.264088,+68.011629,-9.312599,+30.584157,52312,,1487633042.840000
000000490,+0.032755,+0.106278,+0.105747,+1002.961714,+66.618938,-12.120520,+30.584157,52687,,1487633042.862000
000000491,+0.043251,+0.055984,+0.090132,+1002.514896,+65.680717,-8.649948,+30.588430,53062,,1487633042.862000
000000492,+0.043208,+0.056058,+0.079980,+1001.695263,+66.384777,-10.031515,+30.584157,53437,,1487633042.862000
000000493,+0.104788,+0.046274,+0.121356,+999.607168,+68.477413,-10.468824,+30.584157,53812,,1487633042.888000
000000494,+0.033054,+0.076361,+0.029251,+1002.163851,+66.497013,-9.452209,+30.584157,54187,,1487633042.889000
000000495,+0.007134,+0.151668,+0.055063,+1001.589779,+68.350594,-9.200949,+30.584157,54562,,1487633042.889000
000000496,+0.079172,+0.106831,+0.060667,+1001.003614,+68.239534,-10.011768,+30.584157,54937,,1487633042.913000
000000497,+0.120563,+0.056840,+0.030236,+999.271393,+69.513151,-8.835196,+30.588430,55312,,1487633042.913000
000000498,+0.151200,+0.077138,+0.061345,+1000.765692,+67.779570,-10.711056,+30.584157,55687,,1487633042.913000
000000499,+0.068979,+0.111924,+0.030102,+1000.433327,+69.047270,-8.610882,+30.584157,56062,,1487633042.933000
000000500,+0.151295,+0.041896,+0.050828,+1000.896042,+68.351042,-8.618948,+30.584157,56437,,1487633042.933000
000000501,+0.140570,+0.162492,+0.123024,+1000.878418,+65.925638,-10.381075,+30.584157,56812,,1487633042.933000
000000502,+0.074422,+0.061839,-0.036370,+1000.779854,+69.279177,-9.073614,+30.584157,57187,,1487633042.960000
000000503,+0.125511,+0.076963,+0.055914,+1000.885706,+69.748478,-11.040703,+30.584157,57562,,1487633042.961000
000000504,+0.115621,-0.003698,+0.024466,+1001.224348,+66.385923,-11.074671,+30.592703,57937,,1487633042.961000
000000505,+0.079263,+0.086872,+0.019835,+999.378889,+70.333323,-10.681904,+30.579885,58312,,1487633042.984000
000000506,+0.192307,+0.052162,+0.081969,+1000.882584,+68.242653,-10.823011,+30.584157,58687,,1487633042.985000
000000507,+0.089546,+0.091875,+0.040337,+1000.189192,+68.358871,-10.239920,+30.584157,59062,,1487633042.986000
000000508,+0.141222,+0.021755,+0.020001,+1002.744211,+67.653112,-10.139431,+30.588430,59437,,1487633043.003000
000000509,+0.130372,+0.086733,+0.137354,+1002.283865,+68.465921,-9.781857,+30.584157,59812,,1487633043.003000
000000510,+0.125712,+0.046914,+0.009894,+999.843010,+68.242739,-9.776093,+30.584157,60187,,1487633043.013000
000000511,+0.099759,+0.071520,+0.096138,+1002.275265,+66.729300,-10.378548,+30.588430,60562,,1487633043.034000
000000512,+0.115180,+0.076818,+0.071011,+1002.523500,+67.881207,-8.280779,+30.584157,60937,,1487633043.034000
000000513,+0.099629,+0.056317,+0.121388,+1001.348410,+67.892574,-10.479963,+30.584157,61312,,1487633043.034000
000000514,+0.115127,+0.111988,+0.091679,+1002.148710,+66.039724,-11.776073,+30.588430,61687,,1487633043.056000
000000515,+0.089406,+0.096740,+0.081022,+1001.474607,+67.538637,-8.628487,+30.584157,62062,,1487633043.056000
000000516,+0.073965,+0.086752,+0.045167,+999.950146,+67.787466,-11.055086,+30.575612,62437,,1487633043.056000
000000517,+0.063817,+0.086592,+0.050093,+1003.212040,+65.680298,-8.651642,+30.584157,62812,,1487633043.080000
000000518,+0.048231,+0.141837,+0.070761,+1000.895693,+68.235268,-8.620041,+30.584157,63187,,1487633043.082000
000000519,+0.089357,+0.152256,+0.066347,+1001.582516,+66.615168,-9.565170,+30.584157,63562,,1487633043.082000
000000520,+0.017552,+0.055926,+0.064390,+1000.541582,+68.471504,-9.660233,+30.584157,63937,,1487633043.104000
000000521,+0.043246,+0.066344,+0.039455,+1004.150232,+68.109537,-8.399261,+30.579885,64312,,1487633043.104000
000000522,+0.053366,+0.076052,+0.131111,+998.561419,+67.783222,-10.124712,+30.588430,64687,,1487633043.104000
000000523,+0.038145,+0.086439,+0.039582,+1000.421247,+68.706171,-10.469288,+30.584157,65062,,1487633043.124000
000000524,+0.068911,+0.151996,+0.076211,+1001.355055,+68.000906,-9.436516,+30.592703,65437,,1487633043.124000
000000525,-0.008157,+0.086040,+0.049108,+1002.743799,+65.915768,-9.343616,+30.584157,00276,,1487633043.124000
000000526,+0.110301,+0.021547,+0.019585,+999.955769,+69.172020,-10.811245,+30.584157,00651,,1487633043.144000
000000527,+0.032696,+0.106329,+0.100674,+1000.195702,+68.241180,-9.080975,+30.579885,01026,,1487633043.144000
000000528,+0.058553,+0.147022,+0.055715,+1001.701847,+69.048330,-10.238285,+30.584157,01401,,1487633043.144000
000000529,+0.069041,-0.034526,+0.089570,+1004.725058,+67.877138,-9.331482,+30.584157,01776,,1487633043.176000
000000530,+0.151259,+0.006478,+0.080946,+1002.638990,+66.257656,-7.600775,+30.584157,02151,,1487633043.177000
000000531,+0.161577,+0.041975,+0.050969,+1001.339794,+68.709204,-12.327450,+30.584157,02526,,1487633043.177000
000000532,+0.115308,-0.013963,+0.080249,+1000.527775,+67.783476,-11.637863,+30.584157,02901,,1487633043.216000
000000533,+0.053684,+0.076607,+0.009216,+1002.977589,+67.073868,-9.681288,+30.584157,03276,,1487633043.217000
000000534,+0.150898,+0.056653,+0.142415,+999.955715,+68.246254,-10.355621,+30.579885,03651,,1487633043.218000
000000535,+0.063901,+0.076598,+0.029673,+1002.038710,+68.821812,-12.096739,+30.584157,04026,,1487633043.219000
000000536,+0.099725,+0.137161,+0.071407,+1000.077894,+70.673923,-10.566111,+30.588430,04401,,1487633043.221000
000000537,+0.043044,+0.055838,+0.130772,+1001.346342,+68.125675,-10.941563,+30.584157,04776,,1487633043.241000
000000538,+0.053556,+0.167387,-0.000022,+1002.056986,+67.999739,-8.626011,+30.584157,05151,,1487633043.243000
000000539,+0.120007,+0.096649,+0.157633,+1001.817341,+67.888649,-9.785805,+30.584157,05526,,1487633043.244000
000000540,+0.048441,-0.014520,+0.089493,+999.141665,+66.623919,-9.673168,+30.584157,05901,,1487633043.266000
000000541,+0.109956,+0.142354,+0.061447,+1002.276285,+69.397934,-11.512304,+30.584157,06276,,1487633043.266000
000000542,+0.073831,+0.126736,+0.111593,+1003.444441,+66.143370,-8.879921,+30.584157,06651,,1487633043.276000
000000543,+0.166856,+0.006698,+0.050675,+1000.187845,+67.429939,-10.017342,+30.588430,07026,,1487633043.276000
000000544,+0.094635,+0.071502,+0.090989,+998.320070,+69.412613,-12.427580,+30.588430,07401,,1487633043.297000
000000545,+0.171609,+0.127618,+0.082455,+1000.653639,+68.241507,-10.242525,+30.584157,07776,,1487633043.298000
000000546,+0.120208,+0.107154,+0.066315,+1002.045872,+65.688583,-9.342953,+30.579885,08151,,1487633043.299000
000000547,+0.130671,+0.127426,+0.046330,+1001.475691,+67.883986,-8.625788,+30.588430,08526,,1487633043.319000
000000548,+0.120483,+0.031599,+0.045225,+1000.427114,+69.050768,-9.654392,+30.584157,08901,,1487633043.319000
000000549,+0.110008,+0.066631,+0.086076,+1003.918575,+68.571842,-8.510658,+30.584157,09276,,1487633043.329000
000000550,+0.084421,+0.036275,+0.065100,+1000.193663,+67.080704,-8.860582,+30.584157,09651,,1487633043.329000
000000551,+0.151301,+0.057062,+0.040823,+1001.704941,+68.002876,-9.204605,+30.584157,10026,,1487633043.349000
000000552,+0.125587,+0.117487,+0.010610,+1000.663635,+67.424097,-8.163145,+30.584157,10401,,1487633043.349000
000000553,+0.100002,+0.092056,+0.009996,+1000.884359,+68.587612,-10.704367,+30.588430,10776,,1487633043.349000
000000554,+0.140850,+0.026570,+0.086096,+1001.125971,+67.773737,-8.740534,+30.579885,11151,,1487633043.379000
000000555,+0.120446,+0.061866,+0.040452,+1000.773649,+69.746544,-10.344650,+30.584157,11526,,1487633043.389000
000000556,+0.130582,+0.107226,+0.061370,+1000.182276,+66.971151,-10.716810,+30.584157,11901,,1487633043.390000
000000557,+0.068942,+0.197773,-0.004584,+1002.400057,+67.769720,-9.440950,+30.584157,12276,,1487633043.390000
000000558,+0.079325,+0.137223,+0.020333,+1002.526670,+69.616997,-8.612808,+30.588430,12651,,1487633043.400000
000000559,+0.130620,+0.006349,+0.080671,+1002.279314,+66.498976,-9.567957,+30.579885,13026,,1487633043.410000
000000560,+0.146169,+0.067010,+0.056086,+1000.072340,+67.661882,-10.014778,+30.588430,13401,,1487633043.410000
000000561,+0.007381,+0.035654,+0.064038,+1002.862127,+67.303841,-9.679302,+30.588430,13776,,1487633043.450000
000000562,+0.135637,+0.137467,+0.071906,+1000.888788,+67.775286,-9.551977,+30.584157,14151,,1487633043.450000
000000563,+0.002209,+0.010439,+0.063719,+1001.352219,+69.166077,-10.467947,+30.584157,14526,,1487633043.450000
000000564,+0.109917,+0.127144,+0.081610,+999.492340,+67.549295,-9.781511,+30.584157,14901,,1487633043.450000
000000565,+0.012260,+0.070972,+0.079718,+1000.641850,+66.858477,-11.530458,+30.579885,15276,,1487633043.450000
000000566,-0.008137,+0.055750,+0.058959,+999.964052,+69.399290,-9.533655,+30.584157,15651,,1487633043.450000
000000567,+0.027955,+0.015743,+0.048884,+1002.052851,+68.465940,-9.549208,+30.584157,16026,,1487633043.472000
000000568,+0.166564,+0.147917,+0.041955,+999.378218,+68.244331,-9.774580,+30.584157,16401,,1487633043.482000
000000569,+0.161348,+0.097249,+0.092166,+1001.695953,+66.616323,-10.029331,+30.584157,16776,,1487633043.482000
000000570,-0.023658,+0.055500,+0.089224,+1001.014660,+68.929117,-8.497919,+30.584157,17151,,1487633043.512000
000000571,+0.146266,+0.006635,+0.035162,+1002.054218,+67.537424,-8.862270,+30.584157,17526,,1487633043.512000
000000572,+0.109988,+0.086816,+0.081201,+999.490950,+66.622335,-9.558357,+30.584157,17901,,1487633043.516000
000000573,+0.151357,+0.077219,+0.035942,+1000.655077,+69.630363,-10.693777,+30.588430,18276,,1487633043.526000
000000574,+0.069001,+0.071531,+0.044930,+1001.706297,+65.914690,-7.948860,+30.584157,18651,,1487633043.537000
000000575,+0.043394,+0.071465,+0.014103,+1001.351521,+68.470661,-10.242613,+30.584157,19026,,1487633043.537000
000000576,+0.135625,+0.107134,+0.091916,+1000.420555,+68.474625,-10.471474,+30.584157,19401,,1487633043.538000
000000577,+0.151197,+0.097346,+0.051391,+1000.659857,+68.933809,-9.540297,+30.584157,19776,,1487633043.568000
000000578,+0.053635,+0.147151,+0.009925,+1001.581196,+68.005581,-10.480207,+30.588430,20151,,1487633043.569000
000000579,+0.084641,+0.056651,+0.009427,+1002.058426,+69.388597,-9.077263,+30.588430,20526,,1487633043.569000
000000580,+0.068991,+0.031094,+0.069917,+1002.057323,+67.419706,-8.283634,+30.584157,20901,,1487633043.570000
000000581,+0.182077,+0.087523,+0.046632,+1000.421585,+68.126141,-10.126915,+30.584157,21276,,1487633043.591000
000000582,+0.110043,+0.046467,+0.085871,+1000.413988,+67.434610,-11.061033,+30.584157,21651,,1487633043.591000
000000583,+0.161677,-0.023579,+0.055384,+1003.677546,+67.765728,-9.561060,+30.584157,22026,,1487633043.591000
000000584,+0.140543,+0.122033,+0.153091,+1002.984486,+66.838045,-8.408070,+30.584157,22401,,1487633043.625000
000000585,+0.140956,+0.036688,+0.070954,+997.392166,+69.300831,-12.077229,+30.584157,22776,,1487633043.626000
000000586,+0.038056,+0.030609,+0.120281,+1001.356392,+68.234035,-9.317808,+30.588430,23151,,1487633043.626000
000000587,+0.063396,+0.222457,+0.107345,+1002.158674,+66.383961,-10.264923,+30.584157,23526,,1487633043.627000
000000588,+0.063820,+0.136995,+0.045518,+1002.044928,+65.569258,-9.461147,+30.588430,23901,,1487633043.649000
000000589,+0.032960,+0.045919,+0.074658,+1001.125341,+69.163763,-9.539625,+30.584157,24276,,1487633043.650000
000000590,+0.084303,+0.071357,+0.106086,+1001.586014,+66.843185,-9.099779,+30.588430,24651,,1487633043.650000
000000591,+0.069307,+0.021151,+0.024089,+1002.046349,+65.334572,-9.116070,+30.592703,25026,,1487633043.680000
000000592,+0.125481,+0.056711,+0.076026,+1002.862785,+68.233162,-10.017824,+30.584157,25401,,1487633043.680000
000000593,+0.079488,+0.076936,-0.020908,+999.719547,+66.275774,-10.026175,+30.584157,25776,,1487633043.681000
000000594,+0.084371,+0.086867,+0.030064,+998.675808,+67.903704,-10.470680,+30.579885,26151,,1487633043.684000
000000595,+0.068979,+0.126952,+0.045486,+1000.657486,+69.049168,-10.003565,+30.588430,26526,,1487633043.703000
000000596,+0.027735,+0.121559,+0.060117,+1002.754164,+67.069611,-8.173235,+30.584157,26901,,1487633043.703000
000000597,+0.120345,+0.193105,+0.001148,+1003.911318,+67.300283,-9.102404,+30.584157,27276,,1487633043.703000
000000598,+0.089332,+0.157275,+0.071477,+999.725428,+67.780045,-9.780083,+30.584157,27651,,1487633043.727000
000000599,+0.089651,+0.056515,+0.050131,+1000.307520,+69.746944,-10.575605,+30.588430,28026,,1487633043.737000
000000600,+0.094515,+0.096736,+0.091251,+1002.048361,+68.120565,-10.132214,+30.584157,28401,,1487633043.737000
000000601,+0.120343,+0.036464,+0.085910,+1000.314356,+67.889549,-8.505478,+30.584157,28776,,1487633043.737000
000000602,+0.058611,+0.015856,+0.084868,+1001.223549,+68.711571,-12.326492,+30.579885,29151,,1487633043.761000
000000603,+0.089439,+0.096784,+0.070864,+1000.068857,+68.593534,-11.048975,+30.584157,29526,,1487633043.761000
000000604,+0.027809,+0.131633,+0.055133,+1001.342247,+68.126036,-11.637817,+30.588430,29901,,1487633043.762000
000000605,+0.171801,+0.062057,+0.081783,+1002.043566,+67.193575,-10.489367,+30.588430,30276,,1487633043.796000
000000606,+0.079147,+0.167432,+0.035884,+1002.505571,+68.819052,-11.750414,+30.584157,30651,,1487633043.796000
000000607,+0.151084,+0.087089,+0.091923,+1002.050787,+68.930975,-10.124567,+30.584157,31026,,1487633043.796000
000000608,+0.192449,+0.092774,+0.016348,+999.025507,+70.335268,-11.492970,+30.584157,31401,,1487633043.796000
000000609,+0.120567,+0.026529,+0.045167,+1003.906532,+67.301033,-9.914602,+30.588430,31776,,1487633043.796000
000000610,+0.140943,+0.087068,+0.071458,+1002.749397,+68.693901,-9.781763,+30.588430,32151,,1487633043.825000
000000611,+0.079219,+0.005837,+0.100278,+999.364077,+68.600201,-12.322109,+30.584157,32526,,1487633043.825000
000000612,+0.079332,+0.016094,+0.059746,+1000.300236,+70.100897,-11.963099,+30.584157,32901,,1487633043.825000
000000613,+0.110235,+0.021460,+0.039902,+1000.655014,+67.776859,-9.783112,+30.584157,33276,,1487633043.845000
000000614,+0.135738,+0.132419,+0.066769,+1003.203135,+67.538857,-11.069605,+30.588430,33651,,1487633043.845000
000000615,+0.156273,+0.097298,+0.071778,+999.022024,+67.322065,-10.593801,+30.584157,34026,,1487633043.845000
000000616,+0.089391,+0.086615,+0.091078,+1005.066755,+68.343700,-10.719599,+30.584157,34401,,1487633043.865000
000000617,+0.084267,+0.142179,+0.056016,+999.964724,+67.775362,-8.621384,+30.584157,34776,,1487633043.865000
000000618,+0.197466,+0.168311,+0.037496,+1004.375139,+68.804878,-10.017860,+30.588430,35151,,1487633043.865000
000000619,+0.104800,+0.132189,+0.071433,+1001.581821,+66.383619,-9.567354,+30.584157,35526,,1487633043.897000
000000620,+0.074083,+0.071622,+0.039928,+999.497133,+68.244349,-9.310595,+30.579885,35901,,1487633043.897000
000000621,+0.048540,-0.014388,+0.059017,+1001.940798,+69.159809,-9.194437,+30.584157,36276,,1487633043.897000
000000622,+0.007401,+0.071050,+0.039000,+1004.729919,+66.712774,-7.951633,+30.588430,36651,,1487633043.921000
000000623,+0.053550,+0.096639,+0.039896,+999.607153,+67.085806,-9.786259,+30.584157,37026,,1487633043.921000
000000624,+0.110110,+0.036451,+0.070531,+1000.762915,+66.389517,-10.492271,+30.584157,37401,,1487633043.922000
000000625,+0.105044,+0.031458,+0.050093,+1001.004637,+67.195246,-9.325924,+30.584157,37776,,1487633043.945000
000000626,+0.053439,+0.061250,+0.070020,+1000.777756,+70.673918,-10.103441,+30.579885,38151,,1487633043.945000
000000627,+0.089495,+0.061359,+0.095895,+998.906212,+67.204329,-10.479147,+30.588430,38526,,1487633043.945000
000000628,-0.033658,+0.040510,+0.033051,+1000.307844,+68.007240,-9.664421,+30.588430,38901,,1487633043.959000
000000629,+0.074127,+0.076473,+0.070441,+1001.588097,+68.001694,-9.320749,+30.588430,39276,,1487633043.969000
000000630,+0.048198,+0.086211,+0.110832,+1001.347717,+67.661030,-10.482147,+30.584157,39651,,1487633043.969000
000000631,+0.120305,+0.076835,+0.076161,+997.983156,+68.945301,-10.227266,+30.584157,40026,,1487633043.992000
000000632,+0.110048,+0.071738,+0.070889,+1000.421600,+69.517746,-10.809483,+30.584157,40401,,1487633043.993000
000000633,+0.058581,+0.066214,+0.090452,+999.601971,+66.508884,-10.371449,+30.584157,40776,,1487633043.993000
000000634,+0.027866,+0.066152,+0.049396,+1003.901661,+67.537661,-10.839405,+30.584157,41151,,1487633044.017000
000000635,+0.037963,+0.096302,+0.090477,+1001.002583,+68.588017,-10.356331,+30.584157,41526,,1487633044.019000
000000636,+0.079091,+0.096618,+0.091040,+1000.884308,+68.125713,-10.476265,+30.584157,41901,,1487633044.019000
000000637,+0.145944,+0.147555,+0.082301,+1000.882267,+66.733301,-10.142113,+30.588430,42276,,1487633044.040000
000000638,+0.156455,+0.036777,+0.071158,+1003.793463,+69.271126,-10.359436,+30.588430,42651,,1487633044.043000
000000639,+0.104842,+0.091563,+0.126882,+1000.896114,+66.955492,-7.937534,+30.592703,43026,,1487633044.043000
000000640,+0.202527,+0.087527,+0.082468,+999.937460,+66.978943,-12.803076,+30.584157,43401,,1487633044.067000
000000641,-0.018663,+0.100820,+0.110071,+999.267540,+68.241621,-8.846632,+30.584157,43776,,1487633044.068000
000000642,+0.115228,+0.086987,+0.050796,+1002.282145,+68.814795,-10.242363,+30.584157,44151,,1487633044.069000
000000643,+0.105009,+0.056546,+0.070659,+1000.768486,+66.848307,-9.792807,+30.588430,44526,,1487633044.084000
000000644,+0.063709,+0.142159,+0.030345,+1001.349415,+69.169601,-10.931152,+30.579885,44901,,1487633044.084000
000000645,+0.068717,+0.126602,+0.126754,+1001.119164,+68.005617,-10.014910,+30.588430,45276,,1487633044.084000
000000646,+0.099901,+0.041523,+0.045046,+1001.468388,+66.614399,-9.216955,+30.584157,45651,,1487633044.112000
000000647,+0.089378,+0.136995,+0.091583,+1002.059092,+67.300798,-7.937468,+30.588430,46026,,1487633044.112000
000000648,+0.120226,+0.056518,+0.111511,+1002.050413,+66.495857,-8.988047,+30.584157,46401,,1487633044.112000
000000649,+0.079359,+0.056553,+0.029680,+1002.397974,+66.611214,-9.219984,+30.584157,46776,,1487633044.132000
000000650,-0.002844,+0.040703,+0.043632,+1003.212107,+67.765738,-9.676069,+30.588430,47151,,1487633044.132000
000000651,+0.151189,+0.107311,+0.071804,+1002.060131,+67.648115,-7.934189,+30.588430,47526,,1487633044.132000
000000652,+0.135805,+0.051793,+0.065957,+999.608547,+68.476635,-10.236933,+30.584157,47901,,1487633044.152000
000000653,+0.130520,+0.086931,+0.091641,+1001.122913,+67.889482,-9.319750,+30.584157,48276,,1487633044.162000
000000654,+0.089609,+0.056588,+0.039979,+1000.194387,+70.095465,-10.223536,+30.584157,48651,,1487633044.172000
