frame	osa	sroa	vicon	draw	total
0.035	0.030	0.000	0.011	0.000	0.077
0.032	0.032	0.048	0.007	0.049	0.168
0.073	0.021	0.038	0.010	0.000	0.142
0.033	0.024	0.000	0.011	0.000	0.068
0.037	0.011	0.001	0.012	0.000	0.061
0.038	0.027	0.000	0.011	0.000	0.077
0.126	0.034	0.000	0.012	0.000	0.173
0.036	0.031	0.000	0.011	0.000	0.078
0.047	0.105	0.000	0.011	0.000	0.164
0.041	0.047	0.000	0.010	0.000	0.098
0.022	0.010	0.044	0.008	0.000	0.084
0.040	0.026	0.000	0.011	0.000	0.077
0.024	0.074	0.000	0.008	0.000	0.107
0.041	0.040	0.000	0.010	0.000	0.091
0.070	0.097	0.000	0.010	0.000	0.177
0.013	0.079	0.038	0.011	0.000	0.142
0.072	0.021	0.000	0.011	0.000	0.104
0.033	0.022	0.000	0.011	0.000	0.066
0.034	0.028	0.001	0.013	0.000	0.076
0.070	0.042	0.000	0.010	0.000	0.122
0.032	0.030	0.000	0.009	0.000	0.070
0.107	0.072	0.000	0.010	0.028	0.217
0.013	0.038	0.000	0.010	0.000	0.061
0.111	0.054	0.000	0.010	0.000	0.176
0.100	0.038	0.000	0.010	0.000	0.149
0.043	0.029	0.000	0.010	0.000	0.083
0.038	0.024	0.000	0.010	0.000	0.072
0.051	0.050	0.000	0.010	0.000	0.112
0.043	0.030	0.000	0.011	0.000	0.083
0.035	0.074	0.000	0.012	0.000	0.121
0.012	0.022	0.000	0.011	0.000	0.044
0.074	0.031	0.000	0.014	0.000	0.119
0.035	0.032	0.000	0.013	0.000	0.081
0.092	0.021	0.000	0.010	0.000	0.123
0.033	0.029	0.000	0.011	0.000	0.073
0.041	0.038	0.000	0.012	0.000	0.091
0.036	0.033	0.000	0.011	0.000	0.080
0.037	0.022	0.000	0.012	0.000	0.071
0.033	0.027	0.000	0.009	0.000	0.070
0.039	0.053	0.000	0.011	0.000	0.104
0.038	0.083	0.000	0.007	0.000	0.128
0.035	0.053	0.000	0.009	0.026	0.124
0.025	0.045	0.000	0.013	0.000	0.083
0.048	0.024	0.000	0.013	0.000	0.085
0.044	0.022	0.000	0.012	0.000	0.079
0.048	0.096	0.000	0.010	0.000	0.155
0.031	0.030	0.000	0.013	0.000	0.075
0.035	0.031	0.000	0.014	0.000	0.080
0.035	0.097	0.000	0.013	0.000	0.145
0.032	0.012	0.000	0.011	0.000	0.056
0.037	0.025	0.000	0.008	0.000	0.070
0.028	0.119	0.000	0.011	0.000	0.158
0.035	0.033	0.000	0.010	0.000	0.078
0.032	0.111	0.001	0.012	0.000	0.156
0.038	0.046	0.000	0.010	0.000	0.094
0.032	0.032	0.000	0.012	0.000	0.076
0.024	0.044	0.000	0.014	0.000	0.082
0.040	0.098	0.000	0.010	0.000	0.148
0.037	0.042	0.038	0.011	0.000	0.127
0.061	0.047	0.000	0.009	0.000	0.117
0.024	0.014	0.000	0.011	0.000	0.048
0.040	0.024	0.001	0.012	0.030	0.109
0.026	0.062	0.000	0.010	0.000	0.098
0.061	0.033	0.000	0.013	0.000	0.108
0.037	0.029	0.000	0.010	0.000	0.077
0.034	0.028	0.000	0.009	0.000	0.072
0.052	0.030	0.001	0.013	0.000	0.096
0.039	0.027	0.000	0.010	0.000	0.077
0.033	0.021	0.000	0.011	0.000	0.065
0.043	0.031	0.000	0.010	0.000	0.084
0.107	0.054	0.000	0.011	0.000	0.172
0.107	0.029	0.000	0.011	0.000	0.148
0.035	0.031	0.043	0.012	0.000	0.121
0.043	0.042	0.000	0.014	0.000	0.100
0.041	0.092	0.001	0.013	0.000	0.147
0.014	0.046	0.001	0.013	0.000	0.074
0.029	0.030	0.000	0.010	0.000	0.069
0.032	0.040	0.000	0.012	0.000	0.085
0.038	0.035	0.000	0.008	0.000	0.082
0.046	0.019	0.000	0.009	0.000	0.074
0.066	0.046	0.000	0.010	0.000	0.123
0.061	0.104	0.001	0.013	0.029	0.207
0.017	0.040	0.000	0.010	0.000	0.067
0.036	0.092	0.001	0.011	0.000	0.140
0.059	0.028	0.000	0.011	0.000	0.099
0.035	0.057	0.000	0.012	0.000	0.105
0.038	0.067	0.000	0.011	0.000	0.116
0.100	0.027	0.000	0.011	0.000	0.137
0.039	0.025	0.000	0.009	0.000	0.074
0.030	0.049	0.000	0.006	0.000	0.085
0.036	0.052	0.000	0.011	0.000	0.100
0.054	0.053	0.000	0.010	0.000	0.117
0.050	0.039	0.000	0.013	0.000	0.102
0.038	0.028	0.001	0.011	0.000	0.077
0.035	0.071	0.000	0.012	0.000	0.119
0.024	0.012	0.000	0.011	0.000	0.047
0.040	0.030	0.000	0.010	0.000	0.080
0.066	0.034	0.052	0.010	0.000	0.161
0.154	0.030	0.001	0.011	0.000	0.196
0.035	0.029	0.000	0.013	0.000	0.077
0.035	0.030	0.041	0.009	0.000	0.115
0.040	0.032	0.000	0.014	0.031	0.118
0.065	0.073	0.000	0.009	0.000	0.148
0.020	0.067	0.000	0.012	0.000	0.100
0.041	0.027	0.001	0.013	0.000	0.081
0.037	0.034	0.001	0.013	0.000	0.085
0.046	0.077	0.000	0.008	0.000	0.131
0.037	0.024	0.000	0.010	0.000	0.072
0.032	0.032	0.000	0.012	0.000	0.076
0.047	0.091	0.000	0.010	0.000	0.148
0.027	0.043	0.000	0.013	0.000	0.083
0.038	0.028	0.000	0.011	0.000	0.078
0.030	0.028	0.000	0.009	0.000	0.068
0.032	0.072	0.000	0.011	0.000	0.116
0.023	0.027	0.000	0.014	0.000	0.064
0.044	0.094	0.000	0.014	0.000	0.153
0.066	0.030	0.000	0.008	0.000	0.105
0.060	0.024	0.000	0.019	0.000	0.104
0.035	0.022	0.001	0.014	0.000	0.072
0.068	0.032	0.000	0.010	0.000	0.110
0.040	0.036	0.000	0.013	0.000	0.089
0.035	0.024	0.000	0.011	0.029	0.098
0.042	0.096	0.001	0.012	0.000	0.151
0.101	0.030	0.001	0.014	0.000	0.146
0.125	0.069	0.000	0.008	0.000	0.202
0.034	0.023	0.000	0.007	0.000	0.065
0.036	0.032	0.051	0.011	0.000	0.129
0.049	0.039	0.000	0.013	0.000	0.102
0.054	0.032	0.001	0.011	0.000	0.098
0.130	0.026	0.000	0.011	0.000	0.168
0.032	0.022	0.000	0.011	0.000	0.066
0.036	0.036	0.001	0.014	0.000	0.087
0.042	0.023	0.000	0.014	0.000	0.080
0.112	0.023	0.045	0.010	0.000	0.191
0.035	0.042	0.000	0.009	0.000	0.086
0.031	0.027	0.049	0.013	0.000	0.120
0.034	0.028	0.000	0.011	0.000	0.073
0.048	0.049	0.000	0.011	0.000	0.109
0.061	0.024	0.000	0.011	0.000	0.097
0.051	0.100	0.001	0.013	0.000	0.164
0.024	0.037	0.000	0.013	0.000	0.074
0.039	0.021	0.000	0.011	0.031	0.102
0.043	0.032	0.000	0.013	0.000	0.089
0.067	0.072	0.000	0.007	0.000	0.146
0.029	0.022	0.000	0.010	0.000	0.062
0.037	0.075	0.000	0.010	0.000	0.123
0.068	0.030	0.000	0.012	0.000	0.111
0.035	0.023	0.000	0.012	0.000	0.071
0.036	0.031	0.000	0.010	0.000	0.078
0.035	0.072	0.001	0.011	0.000	0.118
0.020	0.014	0.000	0.012	0.000	0.047
0.039	0.024	0.037	0.010	0.000	0.110
0.086	0.027	0.000	0.012	0.000	0.125
0.045	0.024	0.000	0.008	0.000	0.077
0.033	0.008	0.000	0.009	0.000	0.050
0.014	0.028	0.001	0.016	0.000	0.058
0.052	0.027	0.000	0.011	0.000	0.090
0.033	0.077	0.000	0.013	0.000	0.123
0.023	0.041	0.000	0.014	0.000	0.079
0.036	0.029	0.000	0.011	0.000	0.077
0.033	0.073	0.000	0.013	0.000	0.120
0.084	0.028	0.000	0.010	0.028	0.151
0.069	0.023	0.001	0.013	0.000	0.106
0.046	0.049	0.000	0.008	0.000	0.104
0.022	0.079	0.000	0.009	0.000	0.110
0.108	0.059	0.001	0.014	0.000	0.181
0.014	0.058	0.000	0.010	0.000	0.083
0.020	0.030	0.000	0.009	0.000	0.060
0.107	0.066	0.000	0.010	0.000	0.183
0.037	0.076	0.001	0.015	0.000	0.128
0.025	0.024	0.001	0.016	0.000	0.065
0.046	0.119	0.040	0.009	0.000	0.213
0.058	0.020	0.000	0.007	0.000	0.085
0.038	0.041	0.001	0.010	0.000	0.090
0.070	0.033	0.000	0.009	0.000	0.113
0.032	0.070	0.000	0.012	0.000	0.114
0.038	0.034	0.000	0.009	0.000	0.082
0.031	0.098	0.000	0.011	0.000	0.140
0.058	0.032	0.000	0.012	0.000	0.102
0.030	0.032	0.000	0.010	0.000	0.073
0.046	0.031	0.000	0.012	0.000	0.090
0.034	0.035	0.000	0.008	0.025	0.102
0.084	0.072	0.038	0.010	0.000	0.204
0.060	0.022	0.000	0.012	0.000	0.095
0.039	0.017	0.042	0.013	0.000	0.111
0.039	0.026	0.000	0.011	0.000	0.077
0.037	0.056	0.000	0.012	0.000	0.105
0.035	0.084	0.001	0.011	0.000	0.131
0.039	0.034	0.000	0.013	0.000	0.086
0.128	0.018	0.000	0.008	0.000	0.155
0.102	0.115	0.000	0.008	0.000	0.225
0.089	0.038	0.000	0.013	0.000	0.141
0.084	0.020	0.000	0.010	0.000	0.115
0.109	0.057	0.000	0.013	0.000	0.179
0.040	0.059	0.000	0.010	0.000	0.109
0.104	0.054	0.000	0.013	0.000	0.172
0.024	0.021	0.044	0.007	0.000	0.097
0.028	0.048	0.001	0.014	0.000	0.090
0.035	0.022	0.047	0.010	0.000	0.114
0.035	0.026	0.000	0.010	0.000	0.071
0.043	0.029	0.050	0.009	0.000	0.131
0.035	0.035	0.000	0.010	0.041	0.122
0.065	0.029	0.000	0.011	0.000	0.106
0.083	0.022	0.048	0.017	0.000	0.170
0.034	0.029	0.000	0.013	0.000	0.077
0.081	0.021	0.000	0.009	0.000	0.112
0.032	0.039	0.001	0.012	0.000	0.084
0.033	0.073	0.000	0.009	0.000	0.116
0.040	0.028	0.001	0.014	0.000	0.084
0.038	0.028	0.000	0.016	0.000	0.082
0.039	0.021	0.000	0.010	0.000	0.071
0.032	0.041	0.000	0.010	0.000	0.084
0.069	0.042	0.001	0.013	0.000	0.125
0.066	0.094	0.000	0.011	0.000	0.172
0.103	0.020	0.047	0.008	0.000	0.178
0.036	0.039	0.000	0.009	0.000	0.084
0.041	0.022	0.047	0.010	0.000	0.121
0.078	0.026	0.000	0.013	0.000	0.118
0.123	0.022	0.000	0.011	0.000	0.157
0.037	0.037	0.000	0.013	0.000	0.088
0.108	0.029	0.000	0.010	0.000	0.148
0.037	0.052	0.000	0.013	0.032	0.135
0.098	0.054	0.000	0.009	0.000	0.161
0.045	0.067	0.000	0.008	0.000	0.120
0.019	0.030	0.000	0.009	0.000	0.059
0.033	0.076	0.000	0.023	0.000	0.133
0.050	0.026	0.000	0.012	0.000	0.089
0.021	0.030	0.001	0.011	0.000	0.062
0.032	0.071	0.000	0.012	0.000	0.115
0.038	0.033	0.000	0.010	0.000	0.081
0.036	0.051	0.000	0.010	0.000	0.098
0.047	0.074	0.000	0.010	0.000	0.132
0.021	0.044	0.000	0.010	0.000	0.075
0.077	0.023	0.001	0.010	0.000	0.110
0.037	0.025	0.000	0.009	0.000	0.071
0.033	0.025	0.000	0.009	0.000	0.068
0.033	0.089	0.000	0.011	0.000	0.133
0.021	0.035	0.000	0.011	0.000	0.067
0.030	0.073	0.039	0.012	0.000	0.154
0.061	0.023	0.000	0.012	0.000	0.096
0.035	0.024	0.000	0.011	0.000	0.071
0.127	0.029	0.000	0.011	0.028	0.194
0.026	0.110	0.000	0.010	0.000	0.146
0.042	0.095	0.000	0.010	0.000	0.148
0.038	0.025	0.001	0.012	0.000	0.075
0.036	0.036	0.001	0.011	0.000	0.083
0.038	0.023	0.000	0.011	0.000	0.072
0.033	0.041	0.000	0.014	0.000	0.089
0.037	0.033	0.000	0.012	0.000	0.083
0.042	0.021	0.001	0.011	0.000	0.075
0.085	0.022	0.000	0.014	0.000	0.121
0.039	0.029	0.000	0.011	0.000	0.079
0.029	0.024	0.000	0.008	0.000	0.061
0.036	0.031	0.000	0.011	0.000	0.079
0.036	0.072	0.000	0.011	0.000	0.119
0.019	0.013	0.000	0.010	0.000	0.043
0.036	0.031	0.000	0.017	0.000	0.085
0.066	0.095	0.000	0.010	0.000	0.172
0.123	0.011	0.000	0.010	0.000	0.145
0.034	0.031	0.000	0.011	0.000	0.075
0.020	0.015	0.000	0.013	0.000	0.048
0.034	0.026	0.001	0.012	0.039	0.113
0.024	0.074	0.000	0.007	0.000	0.106
0.030	0.022	0.000	0.007	0.000	0.059
0.115	0.026	0.000	0.010	0.000	0.151
0.031	0.060	0.000	0.013	0.000	0.105
0.035	0.014	0.000	0.010	0.000	0.060
0.025	0.040	0.000	0.009	0.000	0.074
0.031	0.094	0.000	0.013	0.000	0.138
0.033	0.036	0.000	0.012	0.000	0.082
0.037	0.024	0.000	0.011	0.000	0.072
0.037	0.054	0.000	0.012	0.000	0.103
0.040	0.030	0.000	0.011	0.000	0.082
0.042	0.038	0.000	0.009	0.000	0.090
0.034	0.031	0.000	0.011	0.000	0.077
0.036	0.023	0.037	0.009	0.000	0.106
0.054	0.024	0.000	0.010	0.000	0.089
0.037	0.031	0.054	0.009	0.000	0.131
0.036	0.030	0.000	0.013	0.000	0.079
0.083	0.021	0.000	0.014	0.000	0.119
0.110	0.054	0.000	0.013	0.000	0.177
0.027	0.024	0.000	0.011	0.031	0.094
0.020	0.071	0.000	0.011	0.000	0.102
0.032	0.081	0.000	0.009	0.000	0.122
0.030	0.089	0.000	0.014	0.000	0.135
0.036	0.029	0.001	0.014	0.000	0.078
0.035	0.024	0.000	0.010	0.000	0.070
0.031	0.074	0.000	0.013	0.000	0.119
0.036	0.039	0.000	0.012	0.000	0.088
0.067	0.104	0.000	0.013	0.000	0.184
0.042	0.034	0.000	0.011	0.000	0.087
0.032	0.038	0.046	0.008	0.000	0.124
0.056	0.024	0.000	0.011	0.000	0.091
0.061	0.032	0.000	0.011	0.000	0.105
0.073	0.043	0.000	0.012	0.000	0.128
0.067	0.028	0.000	0.012	0.000	0.107
0.039	0.032	0.000	0.013	0.000	0.083
0.039	0.036	0.000	0.011	0.000	0.087
0.130	0.012	0.000	0.011	0.000	0.154
0.105	0.054	0.000	0.009	0.000	0.168
0.097	0.124	0.000	0.009	0.000	0.230
0.034	0.055	0.000	0.012	0.029	0.130
0.118	0.021	0.001	0.010	0.000	0.149
0.039	0.045	0.000	0.014	0.000	0.099
0.040	0.095	0.000	0.010	0.000	0.145
0.046	0.046	0.000	0.012	0.000	0.105
0.035	0.062	0.001	0.011	0.000	0.109
0.013	0.054	0.000	0.007	0.000	0.075
0.056	0.036	0.000	0.009	0.000	0.101
0.033	0.094	0.000	0.006	0.000	0.134
0.031	0.031	0.000	0.015	0.000	0.077
0.049	0.049	0.000	0.010	0.000	0.108
0.088	0.023	0.000	0.012	0.000	0.123
0.109	0.055	0.000	0.009	0.000	0.173
0.054	0.056	0.000	0.009	0.000	0.120
0.037	0.021	0.000	0.011	0.000	0.069
0.032	0.033	0.000	0.014	0.000	0.080
0.036	0.021	0.000	0.008	0.000	0.065
0.029	0.093	0.000	0.007	0.000	0.129
0.020	0.043	0.001	0.014	0.000	0.077
0.084	0.020	0.051	0.012	0.000	0.167
0.038	0.051	0.000	0.013	0.041	0.144
0.030	0.118	0.000	0.010	0.000	0.159
0.031	0.040	0.000	0.010	0.000	0.081
0.039	0.033	0.000	0.011	0.000	0.083
0.038	0.030	0.040	0.009	0.000	0.117
0.022	0.030	0.000	0.011	0.000	0.063
0.047	0.076	0.000	0.010	0.000	0.133
0.043	0.031	0.001	0.018	0.000	0.094
0.025	0.073	0.000	0.010	0.000	0.108
0.022	0.025	0.000	0.012	0.000	0.059
0.049	0.095	0.000	0.010	0.000	0.154
0.125	0.010	0.053	0.012	0.000	0.200
0.039	0.036	0.000	0.012	0.000	0.087
0.037	0.019	0.000	0.008	0.000	0.064
0.113	0.027	0.001	0.007	0.000	0.148
0.038	0.055	0.000	0.006	0.000	0.100
0.103	0.051	0.000	0.011	0.000	0.165
0.101	0.032	0.001	0.011	0.000	0.145
0.043	0.025	0.000	0.010	0.000	0.078
0.040	0.024	0.000	0.010	0.000	0.074
0.037	0.034	0.050	0.010	0.053	0.183
0.067	0.024	0.000	0.015	0.000	0.106
0.044	0.021	0.000	0.010	0.000	0.075
0.030	0.073	0.041	0.007	0.000	0.151
0.062	0.010	0.000	0.009	0.000	0.082
0.089	0.019	0.000	0.010	0.000	0.119
0.036	0.055	0.001	0.012	0.000	0.104
0.024	0.028	0.000	0.010	0.000	0.062
0.035	0.023	0.000	0.011	0.000	0.069
0.037	0.038	0.001	0.014	0.000	0.089
0.042	0.031	0.000	0.011	0.000	0.085
0.111	0.033	0.000	0.013	0.000	0.156
0.036	0.024	0.000	0.010	0.000	0.071
0.050	0.020	0.000	0.010	0.000	0.080
0.031	0.053	0.000	0.012	0.000	0.096
0.043	0.012	0.000	0.012	0.000	0.067
0.036	0.027	0.044	0.011	0.000	0.117
0.035	0.051	0.000	0.014	0.000	0.101
0.035	0.023	0.000	0.012	0.000	0.071
0.129	0.077	0.000	0.013	0.000	0.220
0.033	0.092	0.000	0.010	0.033	0.168
0.062	0.021	0.000	0.009	0.000	0.092
0.066	0.037	0.000	0.009	0.000	0.113
0.040	0.023	0.000	0.013	0.000	0.077
0.091	0.020	0.001	0.009	0.000	0.120
0.036	0.030	0.000	0.016	0.000	0.083
0.041	0.023	0.000	0.013	0.000	0.077
0.039	0.029	0.000	0.011	0.000	0.080
0.036	0.029	0.000	0.013	0.000	0.079
0.048	0.022	0.000	0.014	0.000	0.085
0.034	0.025	0.000	0.010	0.000	0.069
0.068	0.033	0.051	0.012	0.000	0.165
0.067	0.031	0.000	0.012	0.000	0.110
0.022	0.076	0.000	0.013	0.000	0.111
0.036	0.072	0.045	0.010	0.000	0.162
0.069	0.093	0.000	0.010	0.000	0.171
0.084	0.022	0.000	0.013	0.000	0.120
0.085	0.025	0.001	0.012	0.000	0.124
0.030	0.025	0.000	0.009	0.000	0.065
0.035	0.095	0.000	0.010	0.000	0.140
0.059	0.029	0.000	0.008	0.030	0.126
0.046	0.036	0.001	0.014	0.000	0.097
0.037	0.032	0.000	0.010	0.000	0.080
0.066	0.093	0.000	0.013	0.000	0.172
0.071	0.023	0.000	0.010	0.000	0.105
0.032	0.033	0.001	0.013	0.000	0.080
0.040	0.028	0.040	0.011	0.000	0.119
0.056	0.022	0.000	0.011	0.000	0.089
0.036	0.036	0.000	0.011	0.000	0.083
0.046	0.120	0.041	0.007	0.000	0.215
0.036	0.043	0.000	0.014	0.000	0.094
0.037	0.030	0.000	0.010	0.000	0.077
0.034	0.076	0.000	0.012	0.000	0.123
0.067	0.089	0.000	0.010	0.000	0.166
0.083	0.023	0.000	0.012	0.000	0.118
0.087	0.019	0.000	0.011	0.000	0.117
0.104	0.053	0.000	0.009	0.000	0.166
0.018	0.034	0.000	0.008	0.000	0.061
0.037	0.094	0.000	0.011	0.000	0.143
0.049	0.040	0.047	0.009	0.000	0.144
0.068	0.031	0.000	0.011	0.029	0.140
0.018	0.024	0.000	0.010	0.000	0.053
0.086	0.024	0.001	0.012	0.000	0.124
0.086	0.021	0.000	0.009	0.000	0.116
0.035	0.073	0.040	0.010	0.000	0.157
0.063	0.062	0.000	0.010	0.000	0.135
0.021	0.052	0.000	0.011	0.000	0.085
0.081	0.122	0.001	0.011	0.000	0.215
0.035	0.037	0.000	0.012	0.000	0.084
0.033	0.112	0.001	0.016	0.000	0.162
0.023	0.094	0.000	0.011	0.000	0.129
0.065	0.038	0.000	0.013	0.000	0.117
0.069	0.031	0.000	0.011	0.000	0.112
0.032	0.033	0.000	0.011	0.000	0.076
0.037	0.031	0.000	0.012	0.000	0.081
0.129	0.021	0.000	0.010	0.000	0.160
0.051	0.030	0.000	0.013	0.000	0.095
0.040	0.022	0.000	0.011	0.000	0.074
0.043	0.010	0.000	0.010	0.000	0.063
0.051	0.022	0.000	0.012	0.000	0.086
0.025	0.092	0.000	0.011	0.032	0.159
0.009	0.023	0.001	0.012	0.000	0.045
0.047	0.120	0.000	0.013	0.000	0.180
0.033	0.037	0.041	0.009	0.000	0.121
0.032	0.045	0.000	0.010	0.000	0.087
0.035	0.030	0.042	0.012	0.000	0.119
0.030	0.026	0.000	0.012	0.000	0.069
0.040	0.033	0.049	0.011	0.000	0.132
0.037	0.025	0.000	0.015	0.000	0.078
0.031	0.031	0.051	0.013	0.000	0.127
0.070	0.026	0.000	0.010	0.000	0.106
0.042	0.029	0.000	0.008	0.000	0.079
0.041	0.028	0.000	0.012	0.000	0.082
0.037	0.029	0.041	0.006	0.000	0.113
0.065	0.015	0.000	0.011	0.000	0.091
0.037	0.026	0.043	0.010	0.000	0.115
0.058	0.024	0.000	0.013	0.000	0.095
0.050	0.011	0.000	0.011	0.000	0.073
0.110	0.031	0.000	0.015	0.000	0.156
0.043	0.031	0.000	0.011	0.000	0.085
0.128	0.045	0.000	0.010	0.043	0.227
0.016	0.021	0.000	0.007	0.000	0.045
0.027	0.035	0.038	0.012	0.000	0.113
0.032	0.043	0.000	0.015	0.000	0.090
0.123	0.024	0.001	0.013	0.000	0.160
0.038	0.025	0.000	0.011	0.000	0.074
0.035	0.034	0.000	0.011	0.000	0.080
0.040	0.033	0.000	0.013	0.000	0.088
0.045	0.011	0.042	0.009	0.000	0.107
0.057	0.010	0.000	0.013	0.000	0.080
0.047	0.026	0.001	0.012	0.000	0.085
0.048	0.023	0.000	0.008	0.000	0.079
0.045	0.044	0.001	0.015	0.000	0.105
0.038	0.071	0.000	0.010	0.000	0.119
0.070	0.100	0.000	0.012	0.000	0.182
0.012	0.072	0.051	0.012	0.000	0.148
0.039	0.051	0.001	0.014	0.000	0.105
0.050	0.032	0.000	0.010	0.000	0.093
0.085	0.022	0.000	0.013	0.000	0.121
0.086	0.021	0.000	0.007	0.000	0.114
0.032	0.022	0.000	0.011	0.033	0.098
0.012	0.096	0.000	0.009	0.000	0.117
0.123	0.012	0.000	0.012	0.000	0.147
0.064	0.039	0.000	0.010	0.000	0.114
0.032	0.072	0.000	0.011	0.000	0.115
0.037	0.042	0.000	0.010	0.000	0.090
0.030	0.039	0.000	0.011	0.000	0.081
0.072	0.095	0.000	0.009	0.000	0.177
0.019	0.023	0.000	0.009	0.000	0.052
0.033	0.108	0.001	0.010	0.000	0.151
0.058	0.027	0.000	0.011	0.000	0.097
0.034	0.035	0.000	0.013	0.000	0.082
0.091	0.020	0.000	0.011	0.000	0.121
0.108	0.032	0.000	0.015	0.000	0.155
0.108	0.035	0.001	0.011	0.000	0.154
0.040	0.032	0.001	0.013	0.000	0.084
0.107	0.056	0.000	0.013	0.000	0.176
0.065	0.021	0.051	0.009	0.000	0.146
0.036	0.043	0.000	0.011	0.000	0.091
0.038	0.024	0.000	0.011	0.000	0.074
0.050	0.073	0.000	0.013	0.047	0.183
0.033	0.029	0.000	0.009	0.000	0.072
0.023	0.033	0.000	0.010	0.000	0.066
0.059	0.033	0.001	0.013	0.000	0.105
0.033	0.070	0.000	0.009	0.000	0.113
0.020	0.032	0.000	0.013	0.000	0.066
0.043	0.012	0.000	0.015	0.000	0.070
0.060	0.075	0.001	0.013	0.000	0.150
0.047	0.032	0.000	0.010	0.000	0.090
0.034	0.022	0.048	0.011	0.000	0.115
0.034	0.028	0.000	0.014	0.000	0.076
0.087	0.020	0.000	0.011	0.000	0.118
0.086	0.024	0.001	0.012	0.000	0.122
0.040	0.022	0.000	0.011	0.000	0.073
0.033	0.071	0.000	0.011	0.000	0.115
0.021	0.028	0.001	0.011	0.000	0.060
0.031	0.020	0.000	0.009	0.000	0.060
0.026	0.081	0.048	0.013	0.000	0.168
0.052	0.022	0.000	0.015	0.000	0.089
0.040	0.024	0.000	0.014	0.000	0.079
0.035	0.025	0.000	0.013	0.028	0.101
0.120	0.031	0.000	0.013	0.000	0.165
0.027	0.118	0.000	0.012	0.000	0.158
0.041	0.033	0.001	0.014	0.000	0.088
0.033	0.110	0.000	0.007	0.000	0.150
0.125	0.020	0.000	0.010	0.000	0.155
0.038	0.036	0.001	0.014	0.000	0.088
0.065	0.091	0.000	0.010	0.000	0.166
0.086	0.023	0.000	0.010	0.000	0.120
