start	flush	read	convert		parse	total
0.001418	0.018706	0.028517	0.000446	0.006702	0.055878
0.000060	0.012434	0.004214	0.000271	0.007086	0.024211
0.000062	0.004993	0.002153	0.000139	0.004875	0.012307
0.000047	0.004247	0.002220	0.000146	0.005636	0.012400
0.000937	0.009003	0.015751	0.000919	0.041142	0.068885
0.000035	0.005296	0.001347	0.000090	0.002702	0.009603
0.000025	0.003155	0.001315	0.000109	0.003530	0.008172
0.000021	0.004569	0.015395	0.000115	0.002872	0.022999
0.000031	0.003416	0.002130	0.000099	0.002791	0.008480
0.000023	0.003930	0.017747	0.000096	0.002585	0.024382
0.000011	0.004183	0.002054	0.000194	0.004026	0.010512
0.000021	0.004427	0.018469	0.000151	0.003247	0.026333
0.000022	0.004034	0.004442	0.000245	0.002953	0.011723
0.000033	0.005142	0.067598	0.000094	0.002597	0.075517
0.000047	0.004613	0.016648	0.000097	0.003014	0.024417
0.000029	0.005523	1.917929	0.000105	0.003235	1.926868
0.000029	0.002326	0.001267	0.000092	0.002925	0.006640
0.000028	0.003899	0.020725	0.000112	0.002570	0.027358
0.000008	0.002683	0.001627	0.000104	0.002492	0.006953
0.000008	0.004188	0.021958	0.000134	0.024059	0.050386
0.000013	0.003428	0.064989	0.000082	0.001578	0.070104
0.000016	0.003777	0.048961	0.000077	0.002681	0.055531
0.000035	0.006304	0.024534	0.000103	0.003108	0.034102
0.000038	0.003534	0.025585	0.000097	0.002869	0.032130
0.000038	0.005484	0.108724	0.000100	0.003067	0.117428
0.000044	0.006251	0.015541	0.000095	0.002860	0.024784
0.000044	0.005203	0.013728	0.000106	0.003441	0.022538
0.000038	0.005306	0.017104	0.000109	0.003597	0.026141
0.000005	0.004909	0.021079	0.000098	0.002939	0.029045
0.000006	0.004622	0.016046	0.000252	0.002894	0.023842
0.000006	0.004911	0.018847	0.000102	0.002010	0.025918
0.000006	0.004129	0.015792	0.000103	0.003009	0.023053
0.000008	0.004246	0.012965	0.000102	0.002929	0.020264
0.000007	0.006699	0.018368	0.000278	0.003493	0.028880
0.000009	0.004832	0.062031	0.000098	0.002401	0.069384
0.000015	0.006935	0.103610	0.000095	0.002841	0.113508
0.000008	0.002276	0.061510	0.000072	0.002743	0.066625
0.000009	0.005322	0.062603	0.000094	0.002351	0.070390
0.000008	0.003868	0.014745	0.000068	0.002056	0.020755
0.000006	0.005578	0.016405	0.000257	0.002693	0.024956
0.000007	0.004181	0.015509	0.000076	0.002226	0.022047
0.000009	0.005488	0.016181	0.000103	0.003371	0.025167
0.000009	0.005590	0.021117	0.000103	0.003045	0.029879
0.000009	0.004977	0.047528	0.000073	0.002774	0.055375
0.000009	0.005889	0.015863	0.000097	0.002683	0.024558
0.000006	0.004221	0.029026	0.000097	0.001738	0.035100
0.000009	0.006386	0.020098	0.000093	0.002401	0.029000
0.000071	0.003464	0.025065	0.000103	0.002172	0.030831
0.000009	0.003112	0.029392	0.000139	0.002973	0.035640
0.000009	0.005394	0.013410	0.000107	0.003015	0.021949
0.000007	0.003533	0.025086	0.000163	0.002807	0.031610
0.000008	0.005744	0.009401	0.000097	0.002476	0.017741
0.000010	0.005343	0.020650	0.000109	0.003218	0.029378
0.000009	0.006265	0.015449	0.000099	0.002794	0.024629
0.000009	0.004883	0.050752	0.000104	0.003530	0.059293
0.000009	0.004930	0.065523	0.000071	0.002150	0.072694
0.000006	0.008396	0.027557	0.000080	0.010343	0.046395
0.000008	0.003411	0.018780	0.000074	0.002205	0.024487
0.000008	0.005091	0.068916	0.000096	0.002328	0.076454
0.000008	0.007533	0.069545	0.000110	0.003197	0.080407
0.000009	0.004403	0.022272	0.000108	0.003389	0.030197
0.000062	0.003571	0.032401	0.000095	0.001953	0.038097
0.000005	0.003670	0.023603	0.000088	0.002172	0.029552
0.000008	0.004151	0.030576	0.000069	0.002138	0.036951
0.000005	0.004706	0.083649	0.000105	0.003017	0.091496
0.000009	0.006562	0.017258	0.000078	0.002471	0.026392
0.000044	0.005481	0.021955	0.000109	0.003647	0.031253
0.000009	0.006168	0.015192	0.000096	0.002615	0.024093
0.000010	0.004246	0.013643	0.000106	0.003030	0.021049
0.000018	0.011931	0.009033	0.000109	0.002943	0.024049
0.000009	0.005328	0.051287	0.000099	0.002365	0.059103
0.000008	0.003898	0.027329	0.000191	0.004814	0.036268
0.000009	0.006039	0.015519	0.000109	0.002561	0.024262
0.000012	0.004942	0.020601	0.000076	0.002071	0.027713
0.000008	0.006068	0.021902	0.000107	0.003017	0.031118
0.000006	0.004755	0.020353	0.000101	0.002340	0.027569
0.000009	0.005361	0.017043	0.000136	0.004242	0.026809
0.000009	0.018686	0.026493	0.000101	0.003412	0.048717
0.000009	0.005432	0.027111	0.000106	0.003027	0.035701
0.000008	0.004583	0.001614	0.000108	0.002513	0.008842
0.000009	0.004830	0.015135	0.000097	0.002848	0.022934
0.000008	0.004778	0.013009	0.000109	0.002674	0.020591
0.000009	0.002765	0.103092	0.000100	0.002306	0.108281
0.000011	0.004179	0.013052	0.000097	0.002030	0.019385
0.000010	0.004983	0.051486	0.000113	0.003159	0.059767
0.000011	0.002338	0.045176	0.000105	0.003070	0.050718
0.000009	0.003767	0.032833	0.000105	0.003034	0.039762
0.000009	0.008272	0.024917	0.000103	0.003207	0.036526
0.000008	0.003901	0.024822	0.000096	0.002646	0.031487
0.000009	0.007544	0.011856	0.000263	0.003016	0.022722
