start,read,process,send
1488491465952.000000,0.000000,0.000000,0.000000
1488491465952.000000,0.000000,0.000000,0.000000
1488491465971.000000,0.000000,0.000000,0.000000
1488491465971.000000,0.000000,0.000000,0.000000
1488491465971.000000,0.000000,0.000000,0.000000
1488491466010.000000,1.000000,0.000000,0.000000
1488491466011.000000,0.000000,0.000000,0.000000
1488491466011.000000,0.000000,0.000000,0.000000
1488491466011.000000,0.000000,0.000000,0.000000
1488491466012.000000,0.000000,0.000000,0.000000
1488491466034.000000,0.000000,1.000000,0.000000
1488491466035.000000,0.000000,0.000000,0.000000
1488491466035.000000,0.000000,0.000000,0.000000
1488491466058.000000,0.000000,1.000000,0.000000
1488491466059.000000,0.000000,0.000000,0.000000
1488491466059.000000,0.000000,0.000000,0.000000
1488491466082.000000,0.000000,1.000000,0.000000
1488491466083.000000,0.000000,0.000000,0.000000
1488491466083.000000,0.000000,0.000000,0.000000
1488491466106.000000,0.000000,0.000000,1.000000
1488491466107.000000,0.000000,0.000000,0.000000
1488491466107.000000,0.000000,0.000000,0.000000
1488491466130.000000,0.000000,0.000000,0.000000
1488491466131.000000,0.000000,0.000000,0.000000
1488491466131.000000,0.000000,0.000000,0.000000
1488491466154.000000,0.000000,1.000000,0.000000
1488491466155.000000,1.000000,0.000000,0.000000
1488491466156.000000,0.000000,0.000000,0.000000
1488491466178.000000,0.000000,0.000000,0.000000
1488491466178.000000,1.000000,0.000000,0.000000
1488491466179.000000,0.000000,0.000000,0.000000
1488491466202.000000,0.000000,0.000000,0.000000
1488491466202.000000,1.000000,0.000000,0.000000
1488491466203.000000,0.000000,0.000000,0.000000
1488491466226.000000,0.000000,0.000000,0.000000
1488491466227.000000,0.000000,0.000000,0.000000
1488491466227.000000,0.000000,0.000000,0.000000
1488491466250.000000,0.000000,0.000000,0.000000
1488491466250.000000,0.000000,1.000000,0.000000
1488491466251.000000,0.000000,0.000000,0.000000
1488491466274.000000,0.000000,0.000000,0.000000
1488491466275.000000,0.000000,0.000000,0.000000
1488491466275.000000,0.000000,0.000000,0.000000
1488491466314.000000,0.000000,0.000000,0.000000
1488491466314.000000,0.000000,1.000000,0.000000
1488491466315.000000,0.000000,0.000000,0.000000
1488491466315.000000,0.000000,0.000000,0.000000
1488491466315.000000,0.000000,0.000000,0.000000
1488491466339.000000,1.000000,0.000000,0.000000
1488491466340.000000,0.000000,0.000000,0.000000
1488491466341.000000,0.000000,0.000000,0.000000
1488491466370.000000,0.000000,0.000000,0.000000
1488491466370.000000,0.000000,0.000000,0.000000
1488491466370.000000,0.000000,0.000000,0.000000
1488491466371.000000,0.000000,0.000000,0.000000
1488491466395.000000,0.000000,0.000000,0.000000
1488491466395.000000,0.000000,0.000000,0.000000
1488491466396.000000,0.000000,0.000000,0.000000
1488491466426.000000,0.000000,0.000000,0.000000
1488491466426.000000,0.000000,0.000000,0.000000
1488491466426.000000,0.000000,0.000000,0.000000
1488491466427.000000,0.000000,0.000000,0.000000
1488491466451.000000,0.000000,0.000000,0.000000
1488491466451.000000,0.000000,0.000000,0.000000
1488491466451.000000,0.000000,0.000000,0.000000
1488491466482.000000,0.000000,0.000000,0.000000
1488491466482.000000,0.000000,0.000000,0.000000
1488491466482.000000,0.000000,0.000000,0.000000
1488491466482.000000,0.000000,0.000000,0.000000
1488491466507.000000,0.000000,0.000000,0.000000
1488491466508.000000,0.000000,0.000000,0.000000
1488491466508.000000,0.000000,0.000000,0.000000
1488491466554.000000,0.000000,0.000000,0.000000
1488491466557.000000,0.000000,0.000000,0.000000
1488491466558.000000,0.000000,0.000000,0.000000
1488491466558.000000,0.000000,0.000000,0.000000
1488491466561.000000,0.000000,0.000000,0.000000
1488491466561.000000,0.000000,0.000000,0.000000
1488491466579.000000,0.000000,0.000000,0.000000
1488491466579.000000,0.000000,0.000000,0.000000
1488491466579.000000,0.000000,0.000000,0.000000
1488491466595.000000,0.000000,0.000000,0.000000
1488491466600.000000,0.000000,0.000000,0.000000
1488491466626.000000,0.000000,0.000000,0.000000
1488491466626.000000,0.000000,0.000000,0.000000
1488491466626.000000,0.000000,0.000000,0.000000
1488491466626.000000,0.000000,0.000000,0.000000
1488491466651.000000,0.000000,0.000000,0.000000
1488491466651.000000,0.000000,0.000000,0.000000
1488491466651.000000,0.000000,0.000000,1.000000
1488491466682.000000,0.000000,0.000000,0.000000
1488491466682.000000,0.000000,0.000000,0.000000
1488491466682.000000,0.000000,0.000000,0.000000
1488491466682.000000,0.000000,0.000000,0.000000
1488491466707.000000,0.000000,1.000000,0.000000
1488491466710.000000,0.000000,0.000000,0.000000
1488491466711.000000,0.000000,0.000000,0.000000
1488491466738.000000,1.000000,0.000000,0.000000
1488491466740.000000,0.000000,0.000000,0.000000
1488491466742.000000,0.000000,0.000000,0.000000
1488491466743.000000,0.000000,0.000000,0.000000
1488491466762.000000,0.000000,1.000000,0.000000
1488491466763.000000,0.000000,0.000000,0.000000
1488491466763.000000,0.000000,0.000000,0.000000
1488491466786.000000,1.000000,0.000000,0.000000
1488491466789.000000,0.000000,0.000000,0.000000
1488491466790.000000,0.000000,0.000000,0.000000
1488491466810.000000,0.000000,0.000000,0.000000
1488491466811.000000,0.000000,0.000000,0.000000
1488491466811.000000,0.000000,0.000000,0.000000
1488491466834.000000,1.000000,0.000000,0.000000
1488491466836.000000,0.000000,0.000000,0.000000
1488491466837.000000,0.000000,0.000000,0.000000
1488491466858.000000,0.000000,0.000000,0.000000
1488491466859.000000,0.000000,0.000000,0.000000
1488491466859.000000,0.000000,0.000000,0.000000
1488491466882.000000,0.000000,1.000000,0.000000
1488491466883.000000,0.000000,0.000000,0.000000
1488491466883.000000,0.000000,0.000000,0.000000
1488491466906.000000,0.000000,0.000000,0.000000
1488491466907.000000,0.000000,0.000000,0.000000
1488491466907.000000,0.000000,0.000000,0.000000
1488491466930.000000,0.000000,1.000000,0.000000
1488491466932.000000,0.000000,0.000000,0.000000
1488491466932.000000,0.000000,0.000000,0.000000
1488491466954.000000,0.000000,0.000000,0.000000
1488491466955.000000,0.000000,0.000000,0.000000
1488491466955.000000,0.000000,0.000000,0.000000
1488491466978.000000,0.000000,0.000000,0.000000
1488491466980.000000,0.000000,0.000000,0.000000
1488491466980.000000,0.000000,0.000000,0.000000
1488491467002.000000,0.000000,0.000000,0.000000
1488491467002.000000,0.000000,0.000000,0.000000
1488491467003.000000,0.000000,0.000000,0.000000
1488491467026.000000,0.000000,0.000000,1.000000
1488491467028.000000,0.000000,0.000000,0.000000
1488491467028.000000,0.000000,0.000000,0.000000
1488491467050.000000,1.000000,0.000000,0.000000
1488491467051.000000,0.000000,0.000000,0.000000
1488491467052.000000,0.000000,0.000000,0.000000
1488491467074.000000,0.000000,0.000000,0.000000
1488491467074.000000,0.000000,0.000000,0.000000
1488491467074.000000,1.000000,0.000000,0.000000
1488491467114.000000,0.000000,0.000000,0.000000
1488491467114.000000,0.000000,0.000000,0.000000
1488491467114.000000,1.000000,0.000000,0.000000
1488491467115.000000,0.000000,0.000000,0.000000
1488491467115.000000,0.000000,0.000000,0.000000
1488491467139.000000,1.000000,0.000000,0.000000
1488491467141.000000,0.000000,0.000000,1.000000
1488491467142.000000,0.000000,0.000000,0.000000
1488491467170.000000,0.000000,0.000000,0.000000
1488491467171.000000,0.000000,0.000000,0.000000
1488491467172.000000,0.000000,0.000000,0.000000
1488491467172.000000,0.000000,0.000000,0.000000
1488491467195.000000,0.000000,0.000000,0.000000
1488491467195.000000,0.000000,0.000000,0.000000
1488491467195.000000,0.000000,0.000000,0.000000
1488491467226.000000,0.000000,0.000000,0.000000
1488491467226.000000,0.000000,0.000000,0.000000
1488491467227.000000,0.000000,0.000000,0.000000
1488491467227.000000,0.000000,0.000000,0.000000
1488491467251.000000,0.000000,0.000000,0.000000
1488491467252.000000,0.000000,0.000000,0.000000
1488491467252.000000,0.000000,0.000000,1.000000
1488491467298.000000,0.000000,0.000000,0.000000
1488491467298.000000,0.000000,0.000000,0.000000
1488491467298.000000,0.000000,1.000000,0.000000
1488491467299.000000,0.000000,0.000000,0.000000
1488491467301.000000,0.000000,0.000000,0.000000
1488491467302.000000,0.000000,0.000000,0.000000
1488491467323.000000,0.000000,0.000000,0.000000
1488491467323.000000,0.000000,0.000000,0.000000
1488491467323.000000,0.000000,0.000000,0.000000
1488491467370.000000,0.000000,0.000000,0.000000
1488491467370.000000,0.000000,0.000000,0.000000
1488491467370.000000,0.000000,0.000000,0.000000
1488491467370.000000,0.000000,0.000000,0.000000
1488491467370.000000,0.000000,0.000000,0.000000
1488491467370.000000,1.000000,0.000000,0.000000
1488491467395.000000,0.000000,0.000000,0.000000
1488491467395.000000,0.000000,0.000000,0.000000
1488491467395.000000,0.000000,0.000000,0.000000
1488491467426.000000,0.000000,0.000000,0.000000
1488491467426.000000,0.000000,0.000000,1.000000
1488491467427.000000,0.000000,0.000000,0.000000
1488491467427.000000,0.000000,0.000000,0.000000
1488491467451.000000,0.000000,0.000000,0.000000
1488491467451.000000,0.000000,0.000000,0.000000
1488491467451.000000,0.000000,0.000000,0.000000
1488491467482.000000,0.000000,0.000000,0.000000
1488491467482.000000,0.000000,0.000000,0.000000
1488491467482.000000,0.000000,0.000000,0.000000
1488491467482.000000,0.000000,0.000000,0.000000
1488491467507.000000,0.000000,0.000000,0.000000
1488491467507.000000,0.000000,0.000000,0.000000
1488491467508.000000,0.000000,1.000000,0.000000
1488491467537.000000,1.000000,0.000000,0.000000
1488491467538.000000,0.000000,0.000000,0.000000
1488491467538.000000,0.000000,0.000000,1.000000
1488491467539.000000,0.000000,0.000000,0.000000
1488491467562.000000,0.000000,1.000000,0.000000
1488491467563.000000,0.000000,0.000000,0.000000
1488491467563.000000,0.000000,0.000000,0.000000
1488491467607.000000,0.000000,0.000000,0.000000
1488491467608.000000,0.000000,0.000000,0.000000
1488491467608.000000,0.000000,0.000000,0.000000
1488491467608.000000,0.000000,0.000000,0.000000
1488491467609.000000,0.000000,0.000000,0.000000
1488491467626.000000,0.000000,1.000000,0.000000
1488491467627.000000,0.000000,0.000000,0.000000
1488491467631.000000,0.000000,0.000000,0.000000
1488491467650.000000,0.000000,0.000000,0.000000
1488491467651.000000,0.000000,0.000000,0.000000
1488491467651.000000,0.000000,0.000000,1.000000
1488491467674.000000,1.000000,0.000000,0.000000
1488491467675.000000,0.000000,1.000000,0.000000
1488491467677.000000,0.000000,0.000000,0.000000
1488491467698.000000,0.000000,0.000000,0.000000
1488491467700.000000,0.000000,0.000000,0.000000
1488491467702.000000,0.000000,0.000000,0.000000
1488491467723.000000,0.000000,0.000000,0.000000
1488491467725.000000,0.000000,1.000000,0.000000
1488491467726.000000,0.000000,0.000000,0.000000
1488491467748.000000,0.000000,0.000000,0.000000
1488491467752.000000,0.000000,1.000000,0.000000
1488491467754.000000,0.000000,0.000000,0.000000
1488491467770.000000,0.000000,0.000000,0.000000
1488491467772.000000,0.000000,0.000000,0.000000
1488491467773.000000,0.000000,0.000000,0.000000
1488491467795.000000,0.000000,0.000000,0.000000
1488491467797.000000,1.000000,0.000000,0.000000
1488491467798.000000,0.000000,0.000000,0.000000
1488491467818.000000,0.000000,0.000000,0.000000
1488491467824.000000,0.000000,0.000000,0.000000
1488491467825.000000,0.000000,0.000000,0.000000
1488491467842.000000,0.000000,0.000000,0.000000
1488491467843.000000,0.000000,0.000000,0.000000
1488491467843.000000,0.000000,0.000000,0.000000
1488491467866.000000,0.000000,0.000000,0.000000
1488491467866.000000,0.000000,0.000000,0.000000
1488491467867.000000,0.000000,0.000000,0.000000
1488491467890.000000,0.000000,0.000000,0.000000
1488491467890.000000,0.000000,1.000000,0.000000
1488491467891.000000,0.000000,0.000000,0.000000
1488491467930.000000,0.000000,0.000000,0.000000
1488491467930.000000,0.000000,0.000000,0.000000
1488491467930.000000,0.000000,0.000000,0.000000
1488491467930.000000,1.000000,0.000000,0.000000
1488491467931.000000,0.000000,0.000000,0.000000
1488491468002.000000,0.000000,0.000000,0.000000
1488491468003.000000,0.000000,0.000000,0.000000
1488491468003.000000,0.000000,0.000000,0.000000
1488491468004.000000,0.000000,0.000000,0.000000
1488491468004.000000,0.000000,0.000000,0.000000
1488491468004.000000,0.000000,1.000000,0.000000
1488491468006.000000,0.000000,1.000000,0.000000
1488491468007.000000,0.000000,0.000000,0.000000
1488491468008.000000,0.000000,0.000000,0.000000
1488491468027.000000,0.000000,0.000000,0.000000
1488491468028.000000,0.000000,0.000000,0.000000
1488491468028.000000,0.000000,0.000000,0.000000
1488491468058.000000,0.000000,0.000000,0.000000
1488491468058.000000,0.000000,0.000000,0.000000
1488491468058.000000,0.000000,1.000000,0.000000
1488491468059.000000,0.000000,0.000000,0.000000
1488491468083.000000,0.000000,0.000000,0.000000
1488491468083.000000,0.000000,0.000000,0.000000
1488491468083.000000,0.000000,1.000000,0.000000
1488491468130.000000,0.000000,0.000000,0.000000
1488491468130.000000,0.000000,0.000000,0.000000
1488491468130.000000,0.000000,1.000000,0.000000
1488491468131.000000,0.000000,0.000000,0.000000
1488491468131.000000,0.000000,0.000000,0.000000
1488491468131.000000,0.000000,0.000000,0.000000
1488491468155.000000,1.000000,0.000000,0.000000
1488491468157.000000,0.000000,0.000000,0.000000
1488491468157.000000,0.000000,1.000000,0.000000
1488491468202.000000,0.000000,0.000000,0.000000
1488491468202.000000,0.000000,0.000000,0.000000
1488491468202.000000,0.000000,0.000000,0.000000
1488491468203.000000,0.000000,0.000000,0.000000
1488491468203.000000,0.000000,0.000000,0.000000
1488491468204.000000,0.000000,0.000000,0.000000
1488491468227.000000,0.000000,0.000000,0.000000
1488491468227.000000,0.000000,0.000000,0.000000
1488491468227.000000,0.000000,0.000000,0.000000
1488491468258.000000,0.000000,0.000000,0.000000
1488491468258.000000,0.000000,0.000000,0.000000
1488491468258.000000,0.000000,0.000000,0.000000
1488491468258.000000,0.000000,0.000000,0.000000
1488491468283.000000,0.000000,0.000000,0.000000
1488491468283.000000,0.000000,0.000000,0.000000
1488491468283.000000,0.000000,0.000000,0.000000
1488491468314.000000,0.000000,0.000000,0.000000
1488491468314.000000,0.000000,0.000000,0.000000
1488491468314.000000,0.000000,1.000000,0.000000
1488491468315.000000,0.000000,0.000000,0.000000
1488491468338.000000,1.000000,0.000000,0.000000
1488491468341.000000,0.000000,0.000000,0.000000
1488491468341.000000,0.000000,0.000000,0.000000
1488491468378.000000,0.000000,0.000000,0.000000
1488491468379.000000,0.000000,0.000000,0.000000
1488491468379.000000,0.000000,0.000000,0.000000
1488491468379.000000,0.000000,0.000000,0.000000
1488491468379.000000,0.000000,0.000000,0.000000
1488491468402.000000,0.000000,0.000000,0.000000
1488491468403.000000,0.000000,0.000000,0.000000
1488491468403.000000,0.000000,0.000000,0.000000
1488491468426.000000,0.000000,0.000000,1.000000
1488491468427.000000,0.000000,0.000000,0.000000
1488491468428.000000,0.000000,0.000000,0.000000
1488491468450.000000,0.000000,0.000000,0.000000
1488491468451.000000,0.000000,0.000000,0.000000
1488491468451.000000,0.000000,0.000000,0.000000
1488491468475.000000,0.000000,0.000000,0.000000
1488491468478.000000,0.000000,0.000000,0.000000
1488491468479.000000,0.000000,0.000000,0.000000
1488491468498.000000,0.000000,0.000000,0.000000
1488491468499.000000,0.000000,0.000000,0.000000
1488491468499.000000,0.000000,0.000000,0.000000
1488491468523.000000,1.000000,0.000000,0.000000
1488491468524.000000,0.000000,0.000000,0.000000
1488491468524.000000,0.000000,0.000000,0.000000
1488491468546.000000,0.000000,0.000000,0.000000
1488491468547.000000,0.000000,0.000000,0.000000
1488491468547.000000,0.000000,0.000000,0.000000
1488491468570.000000,0.000000,0.000000,0.000000
1488491468571.000000,0.000000,0.000000,0.000000
1488491468571.000000,1.000000,0.000000,0.000000
1488491468594.000000,0.000000,0.000000,0.000000
1488491468594.000000,1.000000,0.000000,0.000000
1488491468595.000000,0.000000,0.000000,0.000000
1488491468618.000000,0.000000,0.000000,0.000000
1488491468619.000000,0.000000,0.000000,0.000000
1488491468619.000000,0.000000,0.000000,0.000000
1488491468642.000000,0.000000,0.000000,0.000000
1488491468642.000000,1.000000,0.000000,0.000000
1488491468643.000000,0.000000,0.000000,0.000000
1488491468667.000000,0.000000,0.000000,0.000000
1488491468668.000000,0.000000,0.000000,0.000000
1488491468668.000000,0.000000,0.000000,0.000000
1488491468690.000000,0.000000,0.000000,0.000000
1488491468690.000000,1.000000,0.000000,0.000000
1488491468691.000000,0.000000,0.000000,0.000000
1488491468730.000000,0.000000,0.000000,0.000000
1488491468730.000000,0.000000,0.000000,0.000000
1488491468730.000000,0.000000,0.000000,0.000000
1488491468731.000000,0.000000,0.000000,0.000000
1488491468731.000000,0.000000,0.000000,0.000000
1488491468755.000000,0.000000,1.000000,0.000000
1488491468757.000000,0.000000,0.000000,0.000000
1488491468757.000000,0.000000,0.000000,0.000000
1488491468776.000000,0.000000,0.000000,0.000000
1488491468777.000000,0.000000,0.000000,0.000000
1488491468802.000000,0.000000,0.000000,0.000000
1488491468818.000000,0.000000,0.000000,0.000000
1488491468818.000000,0.000000,0.000000,0.000000
1488491468818.000000,1.000000,0.000000,0.000000
1488491468827.000000,0.000000,0.000000,0.000000
1488491468832.000000,0.000000,0.000000,0.000000
1488491468832.000000,0.000000,0.000000,0.000000
1488491468858.000000,0.000000,0.000000,0.000000
1488491468858.000000,0.000000,0.000000,0.000000
1488491468859.000000,0.000000,0.000000,0.000000
1488491468860.000000,0.000000,0.000000,0.000000
1488491468883.000000,0.000000,0.000000,0.000000
1488491468884.000000,0.000000,0.000000,0.000000
1488491468884.000000,0.000000,0.000000,0.000000
1488491468916.000000,0.000000,0.000000,0.000000
1488491468916.000000,0.000000,0.000000,0.000000
1488491468917.000000,0.000000,0.000000,0.000000
1488491468917.000000,0.000000,0.000000,0.000000
1488491468939.000000,0.000000,0.000000,0.000000
1488491468956.000000,1.000000,0.000000,0.000000
1488491468958.000000,0.000000,0.000000,0.000000
1488491468958.000000,0.000000,0.000000,0.000000
1488491468958.000000,0.000000,1.000000,0.000000
1488491468986.000000,0.000000,0.000000,0.000000
1488491468986.000000,0.000000,0.000000,0.000000
1488491468986.000000,0.000000,1.000000,0.000000
1488491468996.000000,0.000000,0.000000,0.000000
1488491469014.000000,0.000000,0.000000,0.000000
1488491469015.000000,0.000000,0.000000,0.000000
1488491469016.000000,0.000000,0.000000,0.000000
1488491469041.000000,1.000000,0.000000,0.000000
1488491469042.000000,0.000000,0.000000,0.000000
1488491469042.000000,0.000000,1.000000,0.000000
1488491469043.000000,0.000000,0.000000,0.000000
1488491469070.000000,0.000000,0.000000,1.000000
1488491469071.000000,0.000000,1.000000,0.000000
1488491469072.000000,0.000000,0.000000,0.000000
1488491469106.000000,1.000000,0.000000,0.000000
1488491469115.000000,0.000000,0.000000,0.000000
1488491469115.000000,0.000000,0.000000,0.000000
1488491469116.000000,0.000000,0.000000,0.000000
1488491469116.000000,0.000000,0.000000,0.000000
1488491469130.000000,0.000000,0.000000,0.000000
1488491469131.000000,0.000000,0.000000,0.000000
1488491469131.000000,0.000000,0.000000,0.000000
1488491469154.000000,0.000000,1.000000,0.000000
1488491469162.000000,0.000000,0.000000,0.000000
