start       flush       read        convert		parse       total
0.000802	0.043747	0.002734	0.000482	0.001943	0.049797
0.000068	0.001738	0.029582	0.000128	0.001425	0.033006
0.000099	0.001782	0.027476	0.000092	0.000923	0.030425
0.000062	0.001399	0.011103	0.000283	0.001554	0.014481
0.000598	0.002137	0.002818	0.000869	0.012219	0.019371
0.000033	0.001435	0.001223	0.000108	0.001243	0.004102
0.000026	0.001378	0.016007	0.000179	0.023304	0.040956
0.000323	0.001476	0.011551	0.000130	0.000463	0.013969
0.000032	0.009252	0.001338	0.000099	0.000458	0.011189
0.000022	0.001393	0.009045	0.000120	0.000618	0.011199
0.000010	0.001349	0.005721	0.000106	0.000547	0.007773
0.000020	0.001489	0.001761	0.000096	0.000473	0.003854
0.000022	0.001370	0.009076	0.000105	0.000421	0.011020
0.000028	0.001348	0.007159	0.000100	0.000430	0.009103
0.000036	0.002005	0.007046	0.000176	0.000352	0.009616
0.000029	0.001292	0.004797	0.000100	0.003235	0.009485
0.000031	0.001784	0.017063	0.000102	0.000397	0.019379
0.000023	0.001367	0.017140	0.000108	0.000742	0.019413
0.000007	0.001480	0.022982	0.000108	0.000458	0.025062
0.000009	0.001417	0.002117	0.000092	0.000408	0.004099
0.000030	0.001336	0.017284	0.000143	0.000360	0.019168
0.000029	0.001302	0.008568	0.000190	0.000388	0.010502
0.000091	0.001773	0.016525	0.000156	0.003878	0.022486
0.000039	0.001449	0.001318	0.000088	0.000398	0.003302
0.000033	0.001292	0.012194	0.000094	0.002071	0.015696
0.000042	0.001245	0.005327	0.000259	0.000437	0.007315
0.000034	0.004106	0.001410	0.000181	0.000432	0.006179
0.000038	0.001353	0.010879	0.000088	0.000368	0.012720
0.000030	0.001466	0.028848	0.000103	0.000464	0.030927
0.000043	0.001387	0.005912	0.000099	0.000449	0.007873
0.000009	0.001452	0.017629	0.000117	0.000905	0.020131
0.000007	0.001335	0.007707	0.000095	0.000347	0.009504
0.000009	0.001466	0.008009	0.000095	0.000525	0.010122
0.000008	0.001464	0.001362	0.000098	0.000871	0.003821
0.000007	0.001421	0.007295	0.000103	0.003658	0.012498
0.000009	0.002124	0.009193	0.000116	0.000412	0.011868
0.000013	0.021005	0.001541	0.000176	0.000751	0.023499
0.000009	0.001430	0.005155	0.000114	0.000614	0.007354
0.000008	0.001300	0.010730	0.000111	0.000359	0.012524
0.000008	0.001278	0.014091	0.000242	0.000366	0.015998
0.000009	0.001341	0.001274	0.000092	0.000398	0.003125
0.000009	0.001442	0.006856	0.000104	0.000419	0.008843
0.000008	0.001438	0.007201	0.000102	0.000573	0.009335
0.000007	0.001275	0.007295	0.000068	0.000630	0.009285
0.000005	0.001274	0.010204	0.000074	0.000293	0.011860
0.000009	0.001360	0.001100	0.000062	0.000244	0.002784
0.000008	0.001319	0.009154	0.000103	0.001560	0.012156
0.000009	0.001335	0.001716	0.000089	0.000671	0.003892
0.000006	0.001383	0.006928	0.000095	0.000469	0.008902
0.000006	0.001349	0.006774	0.000096	0.000517	0.008759
0.000006	0.001239	0.001363	0.000095	0.002400	0.005146
0.000007	0.001418	0.005272	0.000095	0.000478	0.007285
0.000007	0.024725	0.001460	0.000087	0.000318	0.026617
0.000007	0.001303	0.010772	0.000096	0.000331	0.012524
0.000009	0.001299	0.007292	0.000103	0.000436	0.009151
0.000009	0.001321	0.001409	0.000094	0.000377	0.003222
0.000008	0.001308	0.008886	0.000100	0.000408	0.010721
0.000008	0.003401	0.003467	0.000109	0.000474	0.007471
0.000008	0.001416	0.006486	0.000104	0.000392	0.008419
0.000009	0.001470	0.010663	0.000090	0.000407	0.012654
0.000008	0.001330	0.001324	0.000090	0.000381	0.003150
0.000009	0.004394	0.001657	0.000098	0.000359	0.006533
0.000008	0.001520	0.001211	0.000087	0.000369	0.003208
0.000009	0.001401	0.001412	0.000092	0.000315	0.003242
0.000007	0.001355	0.001827	0.000100	0.000364	0.003669
0.000008	0.001303	0.006107	0.000104	0.000482	0.008015
0.000008	0.001527	0.001497	0.000097	0.003371	0.006521
0.000005	0.001272	0.000984	0.000094	0.000377	0.002747
0.000026	0.001834	0.001296	0.000064	0.000233	0.003462
0.000008	0.005167	0.001338	0.000084	0.000325	0.006935
0.000009	0.001437	0.017937	0.000098	0.000335	0.019831
0.000008	0.001290	0.006248	0.000110	0.000384	0.008052
0.000009	0.001419	0.007492	0.000109	0.000536	0.009580
0.000008	0.001413	0.015693	0.000098	0.000451	0.017680
0.000009	0.001344	0.001297	0.000085	0.000379	0.003126
0.000014	0.001952	0.002119	0.000106	0.000382	0.004600
0.000009	0.001350	0.007053	0.000102	0.002697	0.011226
0.000008	0.001321	0.006541	0.000113	0.000724	0.008725
0.000009	0.001362	0.028502	0.000099	0.000325	0.030339
0.000007	0.001274	0.006604	0.000124	0.000317	0.008339
0.000008	0.004411	0.001476	0.000127	0.000350	0.006386
0.000007	0.001377	0.007384	0.000130	0.000464	0.009373
0.000009	0.001357	0.015245	0.000148	0.000356	0.017161
0.000010	0.001273	0.002271	0.000098	0.000326	0.003989
0.000010	0.001375	0.001661	0.000095	0.000285	0.003442
0.000009	0.001517	0.007677	0.000123	0.000483	0.009825
0.000009	0.001637	0.001647	0.000100	0.004668	0.008077
0.000009	0.001332	0.005213	0.000177	0.000414	0.007157
0.000009	0.001381	0.001285	0.000061	0.000192	0.002937
0.000009	0.001287	0.008579	0.000070	0.000212	0.010166
0.000007	0.001256	0.017814	0.000125	0.000390	0.019609
0.000005	0.004467	0.001729	0.000108	0.000739	0.007094
0.000009	0.001508	0.007654	0.000227	0.000445	0.009859
0.000007	0.001327	0.010950	0.000107	0.000362	0.012767
0.000005	0.001356	0.016722	0.000096	0.000273	0.018464
0.000010	0.001354	0.008682	0.000105	0.000366	0.010530
0.000009	0.001440	0.003611	0.000136	0.003189	0.008402
0.000008	0.001388	0.001327	0.000597	0.000309	0.003679
0.000032	0.001316	0.008418	0.000107	0.000545	0.010433
0.000033	0.004427	0.001549	0.000089	0.000447	0.006558
0.000035	0.001333	0.019115	0.000094	0.000331	0.020923
0.000040	0.001545	0.001492	0.000091	0.000273	0.003460
0.000009	0.004283	0.001559	0.000125	0.000338	0.006327
0.000009	0.001331	0.031434	0.000098	0.000423	0.033310
0.000007	0.004072	0.001536	0.000094	0.000290	0.006011
0.000008	0.001290	0.011108	0.000109	0.000384	0.012912
0.000013	0.001298	0.007303	0.000103	0.000391	0.009120
0.000005	0.001315	0.018356	0.000074	0.000259	0.020019
0.000006	0.001247	0.010503	0.000129	0.000304	0.012201
0.000008	0.001242	0.008618	0.000075	0.000229	0.010180
0.000005	0.001217	0.000909	0.000056	0.000236	0.002429
0.000008	0.001381	0.010918	0.000105	0.000397	0.012823
0.000006	0.001726	0.001701	0.000100	0.003520	0.007082
0.000037	0.001729	0.001438	0.000099	0.000443	0.003762
0.000005	0.001333	0.001166	0.000104	0.000425	0.003047
0.000005	0.001290	0.018520	0.000094	0.000283	0.020204
0.000010	0.001429	0.011315	0.000095	0.010020	0.022883
0.000009	0.008679	0.011767	0.000534	0.000297	0.021301
0.000011	0.001332	0.006333	0.000103	0.000302	0.008095
0.000009	0.001473	0.029306	0.000094	0.000278	0.031173
0.000009	0.003217	0.001900	0.000103	0.000493	0.005742
0.000009	0.001363	0.006997	0.000096	0.000414	0.008893
0.000009	0.001572	0.005438	0.000110	0.003015	0.010158
0.000009	0.001729	0.001334	0.000095	0.000328	0.003512
0.000007	0.001383	0.006890	0.000096	0.000481	0.008871
0.000009	0.001284	0.001292	0.000149	0.000479	0.003230
